author_type,district,floor,floors_count,kitchen_meters,living_meters,price,rooms_count,street,total_meters,underground,year_of_construction
real_estate_agent,Дзержинский,5.0,5.0,5.2,29.3,5700000.0,2.0, Бориса Богаткова,42.4,Золотая Нива,1967
real_estate_agent,Ленинский,8.0,12.0,10.0,35.0,5700000.0,2.0,Троллейная ,55.0,Площадь Маркса,2007
real_estate_agent,Кировский,10.0,11.0,12.5,42.0,5700000.0,2.0, Николая Сотникова,63.2,Студенческая,2019
real_estate_agent,Железнодорожный,9.0,9.0,7.0,27.0,5700000.0,2.0,Железнодорожная ,43.1,Площадь Гарина-Михайловского,1982
real_estate_agent,Калининский,1.0,4.0,14.9,29.0,5730000.0,2.0,Народная ,55.9,Заельцовская,1952
realtor,Калининский,7.0,9.0,8.0,31.0,5700000.0,2.0, Земнухова,52.8,Заельцовская,1989
real_estate_agent,Центральный,5.0,5.0,6.5,27.0,5799000.0,2.0,Красный проспект,45.0,Красный Проспект,1968
real_estate_agent,Ленинский,7.0,17.0,11.5,32.5,5750000.0,2.0,Междуреченская ,59.6,Площадь Гарина-Михайловского,2023
real_estate_agent,Октябрьский,1.0,5.0,5.8,33.3,5770000.0,2.0, Добролюбова,44.1,Октябрьская,2020
real_estate_agent,Первомайский,2.0,5.0,10.2,23.0,5799000.0,2.0, Одоевского,53.1,Речной вокзал,2011
real_estate_agent,Кировский,16.0,22.0,12.0,18.0,5750000.0,2.0, Оловозаводская,39.5,Студенческая,2024
realtor,Октябрьский,9.0,9.0,6.9,28.1,5750000.0,2.0, Федосеева,44.2,Золотая Нива,1978
realtor,Ленинский,12.0,17.0,12.1,27.3,5750000.0,2.0, Связистов,53.8,Площадь Маркса,2024
real_estate_agent,Кировский,2.0,5.0,6.0,27.0,5800000.0,2.0, Ватутина,42.6,Площадь Маркса,2017
real_estate_agent,Центральный,6.0,9.0,7.0,28.0,5800000.0,2.0,Ипподромская ,44.9,Маршала Покрышкина,1972
real_estate_agent,Дзержинский,2.0,10.0,8.0,27.0,5800000.0,2.0, Чкалова,48.8,Березовая Роща,1997
real_estate_agent,Дзержинский,9.0,14.0,4.3,34.6,5800000.0,2.0, Коминтерна,38.9,Золотая Нива,2020
real_estate_agent,Октябрьский,5.0,7.0,8.8,39.2,5800000.0,2.0, В. Высоцкого,53.0,Золотая Нива,2010
real_estate_agent,Ленинский,15.0,17.0,12.0,30.0,5800000.0,2.0, Связистов,53.8,Площадь Маркса,2024
real_estate_agent,Центральный,2.0,5.0,5.0,37.6,5800000.0,2.0,Ипподромская ,42.6,Маршала Покрышкина,1966
real_estate_agent,Октябрьский,4.0,10.0,16.1,25.3,5840000.0,2.0, Татьяны Снежиной,61.0,Золотая Нива,2020
real_estate_agent,Кировский,4.0,5.0,7.6,21.0,5800000.0,2.0, Сибиряков-Гвардейцев,58.4,Площадь Маркса,1956
real_estate_agent,Кировский,11.0,17.0,10.0,31.0,5800000.0,2.0, Александра Чистякова,52.0,Студенческая,2021
realtor,Кировский,11.0,24.0,12.2,31.1,5800000.0,2.0, Бородина,57.5,Площадь Маркса,2025
real_estate_agent,Калининский,7.0,10.0,6.8,27.2,5800000.0,2.0, Кропоткина,43.0,Маршала Покрышкина,1987
real_estate_agent,Ленинский,1.0,11.0,9.0,43.5,5800000.0,2.0, Титова,52.5,Площадь Маркса,2014
real_estate_agent,Ленинский,2.0,19.0,15.2,15.2,5800000.0,2.0, Пархоменко,39.4,Площадь Маркса,2016
real_estate_agent,Ленинский,15.0,18.0,12.6,30.0,5850000.0,2.0,Междуреченская ,58.2,Красный Проспект,2020
real_estate_agent,Дзержинский,12.0,15.0,4.2,28.7,5890000.0,2.0, Коминтерна,47.0,Золотая Нива,2025
real_estate_agent,Дзержинский,5.0,5.0,9.0,29.0,5850000.0,2.0,проспект Дзержинского,53.6,Березовая Роща,1950
real_estate_agent,Октябрьский,2.0,10.0,10.1,36.4,5850000.0,2.0, Плющихинская,63.3,Золотая Нива,2018
real_estate_agent,Октябрьский,9.0,10.0,14.0,41.0,5870000.0,2.0, В. Высоцкого,75.3,Золотая Нива,2020
real_estate_agent,Октябрьский,2.0,10.0,9.0,39.0,5850000.0,2.0, Плющихинская,59.0,Золотая Нива,2020
real_estate_agent,Первомайский,14.0,19.0,12.5,29.5,5850000.0,2.0,Березовая ,53.8,Речной вокзал,2010
realtor,Ленинский,12.0,17.0,12.1,27.3,5890000.0,2.0, Связистов,53.0,Площадь Маркса,2024
realtor,Кировский,5.0,15.0,9.0,36.0,5850000.0,2.0, Петухова,59.44,Площадь Маркса,2017
real_estate_agent,Советский,8.0,9.0,8.0,24.7,5950000.0,2.0, Полевая,45.2,Студенческая,1994
real_estate_agent,Советский,3.0,5.0,6.0,27.4,5999000.0,2.0,бульвар Молодежи,44.1,Студенческая,1994
real_estate_agent,Октябрьский,8.0,10.0,6.4,30.3,5900000.0,2.0,Воинская ,52.4,Золотая Нива,1993
real_estate_agent,Ленинский,5.0,5.0,5.6,29.0,5950000.0,2.0,проспект Карла Маркса,44.0,Студенческая,1963
realtor,Ленинский,6.0,9.0,8.7,30.5,5900000.0,2.0,Новосибирская ,53.0,Площадь Маркса,1986
real_estate_agent,Заельцовский,1.0,5.0,5.8,30.5,5900000.0,2.0,Красный проспект,44.3,Заельцовская,1964
real_estate_agent,Дзержинский,4.0,5.0,6.0,31.2,5900000.0,2.0,проспект Дзержинского,43.3,Березовая Роща,1961
real_estate_agent,Дзержинский,4.0,9.0,7.1,27.5,5900000.0,2.0, Кошурникова,43.6,Березовая Роща,1970
real_estate_agent,Ленинский,2.0,4.0,7.0,24.8,5999000.0,2.0,Большая ,46.4,Площадь Маркса,2016
real_estate_agent,Ленинский,5.0,17.0,9.0,36.0,5989000.0,2.0,Междуреченская ,45.0,Площадь Маркса,2020
real_estate_agent,Центральный,5.0,5.0,6.0,40.1,5900000.0,2.0, Гоголя,46.1,Красный Проспект,1964
real_estate_agent,Калининский,4.0,4.0,8.3,32.0,5950000.0,2.0, Богдана Хмельницкого,56.5,Заельцовская,1957
real_estate_agent,Заельцовский,1.0,9.0,6.5,27.2,5980000.0,2.0,Линейная ,42.1,Гагаринская,1979
real_estate_agent,Заельцовский,2.0,5.0,6.0,33.0,5900000.0,2.0, Дуси Ковальчук,46.4,Заельцовская,2022
real_estate_agent,Заельцовский,6.0,9.0,7.0,28.0,5999000.0,2.0,Красный проспект,47.5,Гагаринская,1983
real_estate_agent,Ленинский,7.0,9.0,8.7,31.0,5900000.0,2.0, Немировича-Данченко,50.6,Площадь Маркса,1990
real_estate_agent,Калининский,8.0,10.0,8.0,31.0,5900000.0,2.0, Краузе,53.0,Заельцовская,2017
real_estate_agent,Калининский,2.0,5.0,6.0,28.0,5999000.0,2.0,Танковая ,45.0,Заельцовская,1964
real_estate_agent,Калининский,3.0,9.0,7.0,27.0,5900000.0,2.0, Менделеева,45.0,Заельцовская,1977
real_estate_agent,Кировский,1.0,17.0,12.3,45.599999999999994,5900000.0,2.0,Тульская ,57.9,Студенческая,2017
real_estate_agent,Первомайский,3.0,9.0,19.6,25.3,5978400.0,2.0, Радиостанция № 2,57.87,Речной вокзал,2025
real_estate_agent,Заельцовский,9.0,9.0,7.0,27.0,5940000.0,2.0,Переездная ,44.0,Заельцовская,2022
real_estate_agent,Заельцовский,1.0,17.0,9.2,48.2,5900000.0,2.0,Сухарная ,57.4,Площадь Гарина-Михайловского,2022
real_estate_agent,Заельцовский,1.0,5.0,6.7,25.0,5950000.0,2.0,Линейная ,42.8,Гагаринская,2022
real_estate_agent,Ленинский,5.0,10.0,8.8,30.8,5999000.0,2.0,Троллейная ,54.0,Площадь Маркса,1994
real_estate_agent,Советский,4.0,6.0,9.3,37.3,5950000.0,2.0, Боровая Партия,65.3,Студенческая,1994
real_estate_agent,Дзержинский,9.0,9.0,6.9,27.5,5999000.0,2.0, Красина,43.4,Березовая Роща,2019
real_estate_agent,Октябрьский,4.0,5.0,6.0,33.0,5900000.0,2.0,Гурьевская ,46.0,Речной вокзал,2020
real_estate_agent,Кировский,3.0,25.0,6.0,27.9,5950000.0,2.0,Беловежская ,47.5,Площадь Маркса,2021
real_estate_agent,Ленинский,3.0,13.0,9.6,32.0,5950000.0,2.0, Юности,51.83,Площадь Маркса,2021
realtor,Кировский,10.0,10.0,8.9,31.6,5990000.0,2.0, Ватутина,51.0,Площадь Маркса,1995
realtor,Кировский,1.0,10.0,8.5,52.5,5990000.0,2.0, Зорге,61.0,Площадь Маркса,2008
real_estate_agent,Калининский,10.0,17.0,12.9,25.0,5900000.0,2.0,Тайгинская ,50.5,Заельцовская,2023
real_estate_agent,Заельцовский,8.0,9.0,8.0,35.0,6000000.0,2.0,Красный проспект,49.5,Заельцовская,1965
real_estate_agent,Железнодорожный,2.0,5.0,6.0,25.5,6000000.0,2.0, Ленина,41.1,Площадь Гарина-Михайловского,2002
real_estate_agent,Ленинский,5.0,5.0,6.0,28.0,6000000.0,2.0, Ватутина,41.2,Площадь Маркса,1961
real_estate_agent,Первомайский,9.0,17.0,14.2,30.5,6000000.0,2.0, Одоевского,59.1,Речной вокзал,2011
real_estate_agent,Калининский,8.0,9.0,8.0,33.0,6000000.0,2.0, Кочубея,53.9,Заельцовская,1991
real_estate_agent,Железнодорожный,5.0,5.0,5.6,27.6,6000000.0,2.0, Челюскинцев,43.5,Красный Проспект,1968
real_estate_agent,Ленинский,7.0,10.0,22.2,21.0,6000000.0,2.0,Волховская ,50.2,Площадь Маркса,2010
real_estate_agent,Центральный,2.0,5.0,5.8,30.2,6000000.0,2.0, Ольги Жилиной,44.1,Маршала Покрышкина,1965
real_estate_agent,Октябрьский,1.0,9.0,7.0,29.3,6000000.0,2.0, Бориса Богаткова,46.5,Золотая Нива,1980
real_estate_agent,Калининский,9.0,10.0,9.5,38.8,6000000.0,2.0, Лейтенанта Амосова,53.3,Заельцовская,2019
real_estate_agent,Октябрьский,5.0,10.0,9.0,31.0,6000000.0,2.0, В. Высоцкого,54.0,Золотая Нива,2020
real_estate_agent,Железнодорожный,8.0,9.0,7.0,27.0,6000000.0,2.0, Челюскинцев,45.0,Площадь Гарина-Михайловского,1979
real_estate_agent,Кировский,6.0,11.0,11.0,30.0,6000000.0,2.0, Сибиряков-Гвардейцев,56.3,Площадь Маркса,2012
real_estate_agent,Кировский,20.0,21.0,18.8,25.8,6000000.0,2.0,Тульская ,46.9,Студенческая,2025
real_estate_agent,Железнодорожный,6.0,9.0,5.2,27.4,6000000.0,2.0, 1905 года,44.0,Гагаринская,2002
real_estate_agent,Ленинский,15.0,17.0,10.9,32.7,6000000.0,2.0,Междуреченская ,63.4,Площадь Гарина-Михайловского,2024
real_estate_agent,Ленинский,2.0,3.0,10.0,37.0,6000000.0,2.0, Халтурина,55.4,Площадь Маркса,2015
real_estate_agent,Первомайский,1.0,9.0,5.4,40.9,6000000.0,2.0, Героев Революции,46.3,Речной вокзал,2013
real_estate_agent,Калининский,2.0,9.0,6.8,26.7,6000000.0,2.0, Менделеева,42.4,Заельцовская,2017
real_estate_agent,Калининский,1.0,17.0,17.1,35.8,6000000.0,2.0, Тюленина,55.3,Заельцовская,2011
real_estate_agent,Ленинский,4.0,5.0,7.0,28.0,6049000.0,2.0, Блюхера,42.3,Студенческая,1963
real_estate_agent,Октябрьский,8.0,9.0,7.7,29.2,6000000.0,2.0,Выборная ,51.1,Речной вокзал,1987
realtor,Кировский,7.0,10.0,10.5,41.2,6000000.0,2.0, Зорге,63.8,Площадь Маркса,2008
real_estate_agent,Заельцовский,5.0,5.0,5.7,30.7,6090000.0,2.0,Красный проспект,43.0,Гагаринская,1967
real_estate_agent,Первомайский,9.0,9.0,5.3,24.2,6080000.0,2.0, Заречная,44.5,Спортивная,2016
real_estate_agent,Заельцовский,4.0,5.0,6.0,26.0,6050000.0,2.0, Михаила Перевозчикова,44.6,Заельцовская,2022
real_estate_agent,Октябрьский,9.0,10.0,12.2,33.2,6100000.0,2.0, Татьяны Снежиной,58.0,Золотая Нива,2012
real_estate_agent,Заельцовский,3.0,5.0,8.0,29.0,6100000.0,2.0,Ельцовская ,51.2,Площадь Гарина-Михайловского,2022
real_estate_agent,Центральный,5.0,5.0,6.2,30.6,6140000.0,2.0, Крылова,42.9,Красный Проспект,1963
real_estate_agent,Ленинский,3.0,5.0,5.9,38.0,6100000.0,2.0, Пархоменко,60.2,Площадь Маркса,1945
real_estate_agent,Ленинский,5.0,5.0,5.7,28.7,6100000.0,2.0,проспект Карла Маркса,43.0,Площадь Маркса,2015
real_estate_agent,Дзержинский,4.0,10.0,8.0,28.0,6100000.0,2.0, Есенина,50.0,Золотая Нива,1998
real_estate_agent,Заельцовский,4.0,9.0,7.0,26.4,6100000.0,2.0,Линейная ,42.6,Гагаринская,2022
realtor,Советский,1.0,9.0,8.0,27.0,6100000.0,2.0, Полевая,47.0,Студенческая,1984
real_estate_agent,Заельцовский,3.0,5.0,5.9,31.2,6140000.0,2.0,Красный проспект,46.8,Заельцовская,1964
real_estate_agent,Заельцовский,1.0,10.0,9.0,23.9,6100000.0,2.0,Кубовая ,42.7,Заельцовская,2022
realtor,Ленинский,10.0,10.0,9.3,30.0,6100000.0,2.0, Титова,52.5,Площадь Маркса,2012
real_estate_agent,Дзержинский,5.0,5.0,15.0,33.5,6150000.0,2.0,Трикотажная ,61.0,Березовая Роща,2019
real_estate_agent,Кировский,14.0,17.0,13.5,17.0,6180000.0,2.0,Пригородная ,43.0,Площадь Маркса,2020
real_estate_agent,Октябрьский,3.0,5.0,8.7,28.2,6150000.0,2.0,Выборная ,53.1,Речной вокзал,1982
real_estate_agent,Железнодорожный,1.0,9.0,6.9,30.0,6150000.0,2.0,Железнодорожная ,44.1,Площадь Гарина-Михайловского,1980
real_estate_agent,Дзержинский,3.0,5.0,7.0,35.0,6190000.0,2.0,проспект Дзержинского,57.7,Березовая Роща,2019
real_estate_agent,Калининский,3.0,4.0,7.6,31.5,6190000.0,2.0, Богдана Хмельницкого,55.4,Заельцовская,2017
real_estate_agent,Дзержинский,4.0,5.0,6.0,33.0,6200000.0,2.0,проспект Дзержинского,45.3,Березовая Роща,2019
real_estate_agent,Заельцовский,5.0,13.0,20.0,16.0,6200000.0,2.0, Лобачевского,46.9,Заельцовская,2018
real_estate_agent,Дзержинский,2.0,5.0,9.1,28.6,6200000.0,2.0,проспект Дзержинского,54.6,Березовая Роща,2019
real_estate_agent,Заельцовский,2.0,25.0,14.7,16.7,6200000.0,2.0,Сухарная ,40.2,Площадь Гарина-Михайловского,2022
real_estate_agent,Ленинский,4.0,10.0,11.3,30.0,6200000.0,2.0, Романтиков,52.3,Площадь Маркса,2019
real_estate_agent,Заельцовский,8.0,19.0,19.4,50.8,6261950.0,2.0, Дуси Ковальчук,75.75,Заельцовская,2022
real_estate_agent,Кировский,10.0,10.0,10.5,38.0,6200000.0,2.0, Петухова,58.2,Площадь Маркса,2017
real_estate_agent,Ленинский,2.0,6.0,14.3,29.4,6200000.0,2.0, Романтиков,57.8,Площадь Маркса,2015
real_estate_agent,Кировский,4.0,5.0,9.0,35.0,6250000.0,2.0, Ватутина,57.0,Площадь Маркса,2017
real_estate_agent,Калининский,8.0,17.0,14.0,39.9,6260000.0,2.0, Фадеева,53.9,Заельцовская,2016
real_estate_agent,Кировский,18.0,21.0,8.0,38.0,6200000.0,2.0,Тульская ,46.0,Студенческая,2025
real_estate_agent,Железнодорожный,5.0,5.0,6.0,29.4,6250000.0,2.0,проспект Димитрова,40.4,Площадь Ленина,1934
real_estate_agent,Октябрьский,6.0,10.0,13.7,42.0,6200000.0,2.0, В. Высоцкого,75.6,Золотая Нива,2009
real_estate_agent,Дзержинский,2.0,9.0,7.0,38.1,6249000.0,2.0, Фрунзе,45.1,Березовая Роща,1975
real_estate_agent,Кировский,6.0,17.0,17.8,22.3,6200000.0,2.0, Сибиряков-Гвардейцев,57.4,Площадь Маркса,2017
real_estate_agent,Советский,1.0,3.0,25.0,20.0,6299000.0,2.0,Садовый проезд,54.0,Студенческая,2020
real_estate_agent,Ленинский,7.0,13.0,10.7,29.5,6200000.0,2.0, Романтиков,58.2,Площадь Маркса,2017
real_estate_agent,Первомайский,7.0,25.0,14.0,13.0,6250000.0,2.0, Заречная,38.5,Спортивная,2023
real_estate_agent,Кировский,17.0,17.0,20.0,35.0,6200000.0,2.0, Дмитрия Шмонина,59.5,Студенческая,2017
realtor,Кировский,21.0,21.0,22.6,12.1,6290000.0,2.0,Тульская ,47.4,Студенческая,2017
real_estate_agent,Кировский,1.0,5.0,7.0,31.0,6300000.0,2.0, Сибиряков-Гвардейцев,55.7,Площадь Маркса,1956
real_estate_agent,Ленинский,5.0,5.0,6.0,30.0,6300000.0,2.0, Блюхера,44.0,Площадь Маркса,2015
real_estate_agent,Кировский,10.0,19.0,10.9,32.3,6300000.0,2.0, Дмитрия Шмонина,59.0,Студенческая,2017
real_estate_agent,Ленинский,2.0,5.0,6.0,30.0,6300000.0,2.0, Пермитина,45.7,Площадь Маркса,1964
real_estate_agent,Железнодорожный,2.0,10.0,9.0,25.0,6300000.0,2.0,Октябрьская ,47.0,Площадь Ленина,2002
real_estate_agent,Заельцовский,8.0,9.0,6.8,27.5,6300000.0,2.0, Дуси Ковальчук,43.1,Гагаринская,1981
real_estate_agent,Октябрьский,3.0,10.0,8.3,38.0,6300000.0,2.0, Виталия Потылицына,58.0,Золотая Нива,2014
real_estate_agent,Калининский,7.0,10.0,7.4,27.7,6325000.0,2.0, Кропоткина,43.7,Маршала Покрышкина,1988
real_estate_agent,Ленинский,5.0,17.0,14.1,29.2,6300000.0,2.0, Связистов,56.0,Площадь Маркса,2025
real_estate_agent,Октябрьский,5.0,10.0,12.1,33.5,6300000.0,2.0, Татьяны Снежиной,57.6,Золотая Нива,2011
real_estate_agent,Октябрьский,5.0,5.0,8.0,30.0,6300000.0,2.0, Кирова,50.0,Октябрьская,1957
real_estate_agent,Ленинский,9.0,17.0,13.1,17.3,6300000.0,2.0,Рельефная ,42.5,Студенческая,2024
real_estate_agent,Октябрьский,8.0,19.0,7.0,27.0,6300000.0,2.0, Никитина,43.3,Золотая Нива,2023
real_estate_agent,Железнодорожный,1.0,5.0,6.6,33.0,6300000.0,2.0, Урицкого,51.4,Площадь Ленина,1935
realtor,Калининский,4.0,18.0,11.600000000000001,46.400000000000006,6300000.0,2.0,Игарская ,58.0,Заельцовская,2017
real_estate_agent,Советский,1.0,4.0,6.0,39.7,6350000.0,2.0,Золотодолинская ,45.7,Студенческая,1994
real_estate_agent,Кировский,4.0,16.0,21.4,19.9,6450000.0,2.0,Тульская ,41.3,Студенческая,2019
real_estate_agent,Дзержинский,1.0,16.0,15.0,27.0,6490000.0,2.0, Адриена Лежена,42.0,Золотая Нива,2009
real_estate_agent,Калининский,8.0,9.0,9.0,31.0,6450000.0,2.0, Мясниковой,56.1,Заельцовская,2016
real_estate_agent,Калининский,1.0,10.0,13.4,27.0,6400000.0,2.0, Мясниковой,57.4,Заельцовская,2014
real_estate_agent,Заельцовский,4.0,5.0,8.1,30.0,6470000.0,2.0,Ельцовская ,53.0,Площадь Гарина-Михайловского,2000
real_estate_agent,Заельцовский,5.0,5.0,8.0,32.8,6400000.0,2.0,Красный проспект,53.9,Заельцовская,1956
real_estate_agent,Заельцовский,1.0,17.0,7.1,37.1,6449000.0,2.0, Аэропорт,44.2,Заельцовская,2023
realtor,Заельцовский,1.0,12.0,10.200000000000001,40.800000000000004,6450000.0,2.0,Охотская ,51.0,Заельцовская,2023
real_estate_agent,Калининский,8.0,9.0,7.0,27.5,6450000.0,2.0, Менделеева,42.5,Березовая Роща,1980
real_estate_agent,Ленинский,10.0,11.0,9.0,32.0,6470000.0,2.0, Титова,53.0,Площадь Маркса,2012
realtor,Кировский,1.0,9.0,8.0,28.2,6400000.0,2.0, Станиславского,49.0,Площадь Маркса,1992
realtor,Октябрьский,5.0,27.0,10.0,29.8,6400000.0,2.0, В. Высоцкого,56.7,Золотая Нива,2010
real_estate_agent,Ленинский,13.0,20.0,5.1,29.2,6500000.0,2.0, Плахотного,49.9,Площадь Маркса,2021
real_estate_agent,Заельцовский,3.0,9.0,7.0,26.3,6500000.0,2.0,Линейная ,42.6,Гагаринская,1979
real_estate_agent,Ленинский,2.0,26.0,18.0,15.0,6500000.0,2.0, Ясный Берег,40.3,Площадь Ленина,2018
real_estate_agent,Кировский,3.0,18.0,11.08,44.32,6500000.0,2.0, Николая Сотникова,55.4,Студенческая,2017
real_estate_agent,Железнодорожный,3.0,5.0,6.3,28.3,6500000.0,2.0,Советская ,46.3,Площадь Ленина,1952
real_estate_agent,Советский,1.0,9.0,6.6,27.1,6500000.0,2.0, Молодости,52.0,Площадь Маркса,1994
real_estate_agent,Кировский,2.0,26.0,8.0,26.0,6500000.0,2.0, Аникина,47.2,Студенческая,2017
real_estate_agent,Калининский,6.0,10.0,11.8,31.6,6500000.0,2.0, Макаренко,57.2,Заельцовская,2010
real_estate_agent,Октябрьский,8.0,10.0,13.6,42.0,6500000.0,2.0, Татьяны Снежиной,75.5,Золотая Нива,2010
real_estate_agent,Кировский,6.0,26.0,5.0,35.0,6500000.0,2.0, Аникина,46.0,Студенческая,2026
real_estate_agent,Ленинский,9.0,10.0,8.0,36.0,6500000.0,2.0, Танкистов,52.3,Студенческая,1992
real_estate_agent,Калининский,8.0,10.0,7.0,28.0,6500000.0,2.0, Кропоткина,43.3,Маршала Покрышкина,1988
real_estate_agent,Калининский,3.0,3.0,10.0,29.0,6500000.0,2.0,Народная ,57.0,Заельцовская,1950
real_estate_agent,Ленинский,5.0,17.0,13.3,31.0,6500000.0,2.0, Связистов,57.0,Площадь Маркса,2025
real_estate_agent,Ленинский,4.0,10.0,8.8,30.6,6500000.0,2.0, Плахотного,53.2,Площадь Маркса,2004
real_estate_agent,Кировский,1.0,18.0,8.0,60.0,6500000.0,2.0,Пригородная ,85.9,Площадь Маркса,2020
real_estate_agent,Октябрьский,15.0,19.0,5.0,31.5,6500000.0,2.0, Михаила Кулагина,36.5,Золотая Нива,2018
real_estate_agent,Дзержинский,8.0,10.0,5.8,29.0,6500000.0,2.0, Адриена Лежена,43.9,Золотая Нива,1970
real_estate_agent,Ленинский,8.0,12.0,6.2,30.7,6500000.0,2.0, Немировича-Данченко,50.6,Площадь Маркса,1981
real_estate_agent,Ленинский,12.0,17.0,7.0,26.0,6500000.0,2.0, Титова,48.5,Площадь Маркса,2023
real_estate_agent,Октябрьский,3.0,10.0,14.0,42.0,6500000.0,2.0, Татьяны Снежиной,76.0,Золотая Нива,2016
realtor,Кировский,2.0,5.0,10.0,35.0,6509000.0,2.0,Пригородная ,58.0,Площадь Маркса,2014
real_estate_agent,Советский,4.0,5.0,6.0,30.3,6500000.0,2.0, Российская,44.0,Студенческая,1971
real_estate_agent,Калининский,4.0,9.0,10.0,30.0,6500000.0,2.0, Мясниковой,60.0,Заельцовская,2017
real_estate_agent,Ленинский,9.0,18.0,9.3,31.0,6500000.0,2.0, Ивана Севастьянова,55.0,Площадь Маркса,2022
real_estate_agent,Кировский,13.0,15.0,8.0,33.0,6500000.0,2.0, Петухова,58.5,Студенческая,2017
real_estate_agent,Кировский,6.0,24.0,18.8,27.3,6500000.0,2.0, Петухова,59.8,Спортивная,2023
real_estate_agent,Центральный,2.0,5.0,6.0,27.5,6500000.0,2.0, Крылова,43.5,Маршала Покрышкина,2007
real_estate_agent,Железнодорожный,5.0,5.0,8.5,30.0,6500000.0,2.0,Нарымская ,45.0,Площадь Гарина-Михайловского,1983
real_estate_agent,Ленинский,10.0,18.0,9.3,25.3,6500000.0,2.0,Спортивная ,50.4,Площадь Маркса,2015
real_estate_agent,Ленинский,3.0,10.0,13.0,24.0,6500000.0,2.0, Романтиков,48.9,Площадь Маркса,2019
real_estate_agent,Заельцовский,3.0,12.0,7.0,36.5,6500000.0,2.0,Красный проспект,43.5,Заельцовская,2022
realtor,Советский,3.0,3.0,15.0,35.0,6500000.0,2.0, Сиреневая,69.2,Студенческая,2009
realtor,Дзержинский,4.0,12.0,11.5,27.9,6500000.0,2.0,Учительская ,50.2,Березовая Роща,2019
real_estate_agent,Центральный,1.0,5.0,8.0,35.1,6550000.0,2.0, Семьи Шамшиных,55.3,Маршала Покрышкина,1960
real_estate_agent,Октябрьский,12.0,17.0,24.1,31.0,6560000.0,2.0,Вилюйская ,55.1,Речной вокзал,2010
real_estate_agent,Дзержинский,5.0,14.0,6.0,44.0,6550000.0,2.0, Коминтерна,50.0,Золотая Нива,2020
real_estate_agent,Заельцовский,10.0,10.0,10.0,29.0,6590000.0,2.0,Кубовая ,49.0,Заельцовская,2022
real_estate_agent,Калининский,7.0,10.0,9.3,31.5,6586000.0,2.0, Гребенщикова,56.5,Заельцовская,2008
real_estate_agent,Заельцовский,8.0,9.0,12.3,33.0,6580000.0,2.0, Дуси Ковальчук,59.1,Площадь Гарина-Михайловского,1977
real_estate_agent,Заельцовский,2.0,6.0,6.7,32.5,6560000.0,2.0,Красный проспект,56.4,Заельцовская,1959
real_estate_agent,Советский,1.0,3.0,6.0,30.0,6600000.0,2.0, Терешковой,42.9,Студенческая,1959
real_estate_agent,Заельцовский,7.0,9.0,7.0,27.5,6600000.0,2.0, Дуси Ковальчук,43.2,Гагаринская,1981
real_estate_agent,Заельцовский,4.0,10.0,9.0,35.0,6600000.0,2.0,Кубовая ,49.0,Заельцовская,2022
real_estate_agent,Железнодорожный,3.0,3.0,6.0,36.0,6600000.0,2.0,Железнодорожная ,54.0,Площадь Гарина-Михайловского,2002
real_estate_agent,Железнодорожный,9.0,9.0,5.8,22.0,6600000.0,2.0, Челюскинцев,35.2,Площадь Гарина-Михайловского,1971
real_estate_agent,Ленинский,5.0,20.0,18.6,31.799999999999997,6649999.0,2.0, Титова,50.4,Площадь Маркса,2022
real_estate_agent,Кировский,16.0,16.0,21.0,28.0,6600000.0,2.0, Зорге,63.9,Площадь Маркса,2011
real_estate_agent,Кировский,5.0,18.0,18.0,32.2,6600000.0,2.0, Зорге,50.2,Площадь Маркса,2021
realtor,Заельцовский,9.0,13.0,21.9,18.2,6600000.0,2.0, Аэропорт,54.1,Заельцовская,2020
real_estate_agent,Ленинский,4.0,9.0,9.3,31.0,6700000.0,2.0, Титова,54.9,Площадь Маркса,2021
real_estate_agent,Ленинский,5.0,5.0,6.7,34.6,6700000.0,2.0, Пархоменко,55.4,Площадь Маркса,1949
real_estate_agent,Кировский,3.0,11.0,12.0,35.0,6700000.0,2.0, Герцена,60.0,Студенческая,2017
real_estate_agent,Заельцовский,6.0,9.0,6.8,27.1,6700000.0,2.0,Линейная ,42.4,Гагаринская,1979
real_estate_agent,Ленинский,9.0,24.0,15.0,16.0,6700000.0,2.0, Пархоменко,45.2,Площадь Маркса,2025
real_estate_agent,Калининский,3.0,10.0,9.3,31.4,6700000.0,2.0, Гребенщикова,56.3,Заельцовская,2007
real_estate_agent,Калининский,12.0,16.0,11.0,27.700000000000003,6699000.0,2.0,Красный проспект,38.7,Заельцовская,2019
real_estate_agent,Калининский,2.0,4.0,7.0,42.2,6700000.0,2.0, Богдана Хмельницкого,58.6,Заельцовская,1952
real_estate_agent,Калининский,7.0,10.0,9.3,31.2,6700000.0,2.0, Тюленина,56.4,Заельцовская,2017
real_estate_agent,Ленинский,4.0,8.0,5.0,22.1,6690000.0,2.0, Титова,36.6,Площадь Маркса,2025
real_estate_agent,Центральный,5.0,5.0,6.5,30.0,6700000.0,2.0, Мичурина,46.0,Сибирская,2007
real_estate_agent,Центральный,5.0,5.0,7.0,30.0,6700000.0,2.0, Мичурина,49.0,Красный Проспект,1955
real_estate_agent,Железнодорожный,3.0,12.0,8.7,29.5,6700000.0,2.0, 1905 года,52.5,Площадь Гарина-Михайловского,1994
