author_type,district,finish_type,floor,floors_count,kitchen_meters,living_meters,price,rooms_count,street,total_meters,underground,year_of_construction
real_estate_agent,Заельцовский,-1,7,10,4 м²,14 м²,4320000,-1,Сухарная ,23.0,Площадь Гарина-Михайловского,2021
real_estate_agent,Кировский,-1,15,17,1 м²,13 м²,4300000,1, Сибиряков-Гвардейцев,22.7,Площадь Маркса,2023
real_estate_agent,Октябрьский,-1,15,25,-1,-1,4349000,-1, Кирова,22.7,Октябрьская,-1
real_estate_agent,Калининский,-1,8,17,"5,3 м²","16,9 м²",4300000,1, Фадеева,30.4,Заельцовская,2016
real_estate_agent,Первомайский,Черновая,2,16,-1,-1,4320000,1,,24.9,Спортивная,2027
realtor,Кировский,-1,1,27,5 м²,18 м²,4300000,1,Беловежская ,29.0,Площадь Маркса,2015
homeowner,Калининский,-1,13,21,-1,-1,4300000,1, Олеко Дундича,26.0,Березовая Роща,2017
homeowner,Дзержинский,-1,5,26,-1,-1,4300000,1, Есенина,26.6,Золотая Нива,2015
real_estate_agent,Дзержинский,-1,19,20,4 м²,-1,4390000,1,проспект Дзержинского,24.8,Березовая Роща,2020
real_estate_agent,Октябрьский,-1,10,10,10 м²,-1,4350000,1, Татьяны Снежиной,38.4,Золотая Нива,2013
real_estate_agent,Дзержинский,-1,15,25,7 м²,-1,4390000,1, Авиастроителей,23.4,Березовая Роща,2026
real_estate_agent,Калининский,-1,4,9,6 м²,-1,4350000,1, Михаила Востокова,32.5,Заельцовская,2023
real_estate_agent,Калининский,-1,2,12,-1,-1,4375000,1, Имени генерал-майора А.Н. Рожкина,27.0,Заельцовская,2023
real_estate_agent,Заельцовский,-1,8,10,6 м²,17 м²,4390000,-1,Сухарная ,28.0,Площадь Гарина-Михайловского,2021
real_estate_agent,Кировский,-1,1,4,6 м²,20 м²,4390000,1, Федора Горячева,34.8,Студенческая,2017
realtor,Центральный,Без отделки,5,29,"2,5 м²","17,8 м²",4369000,-1, Николая Островского,20.99,Гагаринская,2026
real_estate_agent,Калининский,-1,13,16,4 м²,16 м²,4350000,1,Красный проспект,28.0,Заельцовская,2020
real_estate_agent,Октябрьский,Черновая,1,25,-1,-1,4352100,1,Пролетарская ,26.7,Золотая Нива,2026
real_estate_agent,Ленинский,Предчистовая,5,17,-1,-1,4355070,1, Титова,27.9,Площадь Маркса,2026
developer,Кировский,"Под ключ, предчистовая, чистовая",4,24,"4,9 м²","13,3 м²",4350000,1,,27.2,Студенческая,2028
developer,Ленинский,Предчистовая,4,31,"2,2 м²","14,9 м²",4398000,1,,26.01,Площадь Маркса,2027
real_estate_agent,Калининский,-1,13,21,"5,2 м²",12 м²,4400000,1, Тюленина,30.25,Заельцовская,2025
real_estate_agent,Затулинский жилмассив,-1,22,27,-1,"19,3 м²",4439000,1, Зорге,28.9,,2023
real_estate_agent,Кировский,-1,19,25,3 м²,20 м²,4420000,1, Сержанта Коротаева,30.1,Студенческая,2018
real_estate_agent,Калининский,-1,3,18,5 м²,-1,4430000,1, Имени генерал-майора А.Н. Рожкина,27.6,Заельцовская,2024
real_estate_agent,Калининский,-1,7,13,5 м²,16 м²,4400000,1,Красный проспект,26.2,Заельцовская,2021
real_estate_agent,Октябрьский,-1,13,17,3 м²,"13,9 м²",4400000,1, Гаранина,26.7,Золотая Нива,2022
real_estate_agent,Калининский,-1,8,17,-1,-1,4430000,1, Краузе,30.0,Заельцовская,-1
developer,Калининский,Черновая,2,23,-1,-1,4410900,1,,26.1,Маршала Покрышкина,2027
developer,Калининский,Черновая,7,23,-1,-1,4442700,1,,25.1,Маршала Покрышкина,2027
real_estate_agent,Кировский,С отделкой,17,17,-1,-1,4400000,1, Петухова,40.1,Площадь Маркса,2024
homeowner,Кировский,-1,14,18,4 м²,20 м²,4439999,1, Ватутина,24.0,Студенческая,2021
homeowner,Дзержинский,-1,14,22,-1,-1,4400000,1,,23.1,Золотая Нива,2026
real_estate_agent,Первомайский,-1,7,16,"4,8 м²","14,4 м²",4450000,1, Заречная,27.4,Речной вокзал,2016
real_estate_agent,Ленинский,-1,6,10,5 м²,-1,4450000,1,Петропавловская ,30.0,Площадь Маркса,2014
real_estate_agent,Затулинский жилмассив,-1,3,27,4 м²,"23,4 м²",4490000,1, Зорге,32.4,,2024
real_estate_agent,Затулинский жилмассив,-1,19,27,-1,20 м²,4499000,1, Зорге,31.5,,-1
real_estate_agent,Калининский,-1,1,12,4 м²,-1,4470000,1, Имени генерал-майора А.Н. Рожкина,28.0,Заельцовская,2024
real_estate_agent,Калининский,"Без отделки, предчистовая",11,17,-1,-1,4450000,1,На Игарской кв-л,29.2,Заельцовская,2027
real_estate_agent,,Предчистовая,12,17,-1,-1,4450000,1,Кедровая ,29.2,Заельцовская,2026
real_estate_agent,,Предчистовая,12,17,-1,-1,4450000,1,Кедровая ,29.2,Заельцовская,2026
realtor,Кировский,-1,17,27,6 м²,16 м²,4450000,1, Оловозаводская,30.1,Студенческая,2016
real_estate_agent,Ленинский,-1,2,17,"5,6 м²",12 м²,4500000,1, Немировича-Данченко,31.9,Площадь Маркса,2017
real_estate_agent,Октябрьский,-1,10,10,5 м²,-1,4500000,1, Плющихинская,39.0,Золотая Нива,2024
real_estate_agent,Калининский,-1,8,13,4 м²,"18,7 м²",4500000,1, Мясниковой,27.7,Заельцовская,2017
real_estate_agent,Ленинский,-1,8,13,6 м²,"14,8 м²",4500000,1,69/1,25.8,Студенческая,2010
real_estate_agent,Ленинский,-1,16,16,5 м²,"15,7 м²",4500000,1,,25.7,Студенческая,2006
real_estate_agent,Ленинский,-1,1,17,4 м²,23 м²,4500000,1,Рельефная ,32.0,Площадь Маркса,2024
real_estate_agent,Заельцовский,-1,18,22,3 м²,"14,7 м²",4530912,-1,Светлановская ,26.21,Заельцовская,2025
real_estate_agent,Кировский,-1,6,17,"2,6 м²","14,4 м²",4500000,1, Ватутина,24.3,Площадь Маркса,-1
real_estate_agent,Калининский,-1,4,12,-1,-1,4500000,1, Имени генерал-майора А.Н. Рожкина,28.0,Заельцовская,2023
real_estate_agent,Ленинский,-1,2,19,4 м²,12 м²,4500000,1, Немировича-Данченко,31.9,Площадь Маркса,2017
real_estate_agent,Центральный,Без отделки,6,29,-1,-1,4500000,-1, Николая Островского,20.4,Гагаринская,2026
realtor,Заельцовский,Без отделки,18,19,-1,-1,4540000,1, Дуси Ковальчук,33.65,Заельцовская,2027
real_estate_agent,Ленинский,Предчистовая,2,17,-1,-1,4522896,1, Титова,28.96,Площадь Маркса,2026
developer,Кировский,"Под ключ, предчистовая, чистовая",2,24,5 м²,"14,3 м²",4500000,1,,29.3,Студенческая,2028
developer,Калининский,Предчистовая,6,21,"5,1 м²","15,3 м²",4503308,1,,30.5,Заельцовская,2027
developer,Ленинский,Предчистовая,25,31,"2,1 м²",14 м²,4544300,1,,24.43,Площадь Маркса,2027
homeowner,Октябрьский,-1,13,18,-1,24 м²,4500000,1,Закаменский мкр,25.32,Березовая Роща,2023
homeowner,Ленинский,-1,8,17,-1,-1,4500000,1, Связистов,25.0,Площадь Маркса,2024
homeowner,,-1,24,27,-1,20 м²,4500000,1, Зорге,32.3,Площадь Маркса,2023
real_estate_agent,Кировский,-1,5,17,10 м²,19 м²,4550000,1,Тульская ,35.0,Студенческая,2021
real_estate_agent,Калининский,-1,3,18,-1,-1,4560000,1, Имени генерал-майора А.Н. Рожкина,27.2,Заельцовская,-1
real_estate_agent,Октябрьский,-1,14,16,8 м²,"7,7 м²",4550000,-1,Ипподромская ,20.7,Октябрьская,2023
real_estate_agent,Калининский,-1,2,12,"3,4 м²","19,3 м²",4550000,1, Имени генерал-майора А.Н. Рожкина,27.7,Заельцовская,2024
real_estate_agent,Октябрьский,-1,2,20,5 м²,"14,5 м²",4590000,1,Ленинградская ,24.5,Речной вокзал,2024
real_estate_agent,Калининский,Чистовая,2,15,"4,8 м²","15,9 м²",4550000,1, Объединения,29.0,Заельцовская,2025
real_estate_agent,Калининский,-1,8,17,-1,"16,9 м²",4550000,1, Фадеева,30.4,Заельцовская,2016
developer,Калининский,Предчистовая,2,21,5 м²,"12,9 м²",4566250,1,,28.8,Заельцовская,2027
developer,Дзержинский,"Под ключ, предчистовая, чистовая",8,14,5 м²,"11,5 м²",4550000,1,,25.5,Золотая Нива,2027
developer,,Предчистовая,12,17,-1,-1,4550000,1,Кедровая ,29.2,Заельцовская,2026
real_estate_agent,Дзержинский,"Под ключ, предчистовая, чистовая",8,14,-1,-1,4550000,1,,25.5,Золотая Нива,2027
real_estate_agent,Дзержинский,"Под ключ, предчистовая, чистовая",14,14,-1,-1,4550000,1,,25.2,Золотая Нива,2027
real_estate_agent,Калининский,С отделкой,2,21,-1,-1,4566250,1,,28.8,Заельцовская,2027
developer,Калининский,Предчистовая,5,21,"5,2 м²","15,4 м²",4580000,1, Тюленина,29.35,Заельцовская,2025
realtor,Кировский,-1,17,18,11 м²,29 м²,4590000,1, Герцена,47.0,Студенческая,2020
homeowner,Советский,-1,3,3,-1,"22,1 м²",4550000,1,Садовый проезд,37.9,,2019
homeowner,Октябрьский,-1,11,15,5 м²,12 м²,4550000,-1,Ипподромская ,20.25,Октябрьская,2023
real_estate_agent,Октябрьский,-1,10,25,-1,-1,4600000,-1, Кирова,22.7,Октябрьская,2024
real_estate_agent,Кировский,-1,6,17,"4,6 м²",-1,4600000,1,Бронная ,41.2,Площадь Маркса,2024
real_estate_agent,Октябрьский,-1,13,17,10 м²,-1,4600000,1,Закаменский мкр,25.32,Березовая Роща,2023
real_estate_agent,Октябрьский,-1,5,18,3 м²,-1,4600000,1,Европейский Берег мкр,21.5,Речной вокзал,2026
real_estate_agent,Калининский,-1,5,12,6 м²,-1,4600000,1, Имени генерал-майора А.Н. Рожкина,28.0,Заельцовская,2024
real_estate_agent,Калининский,-1,7,20,10 м²,-1,4610000,1, Олеко Дундича,27.1,Березовая Роща,2017
real_estate_agent,Калининский,-1,6,16,4 м²,16 м²,4600000,1, Мясниковой,28.9,Заельцовская,2016
real_estate_agent,Ленинский,-1,12,13,3 м²,14 м²,4600000,1, Ясный Берег,23.92,Октябрьская,2025
real_estate_agent,Советский,-1,8,18,6 м²,17 м²,4600000,1, Балтийская,29.5,,2013
real_estate_agent,Заельцовский,-1,4,13,5 м²,"14,2 м²",4600000,1, Лобачевского,29.1,Заельцовская,2018
real_estate_agent,Октябрьский,-1,10,19,3 м²,14 м²,4600000,1,Закаменский мкр,22.0,Березовая Роща,-1
real_estate_agent,Дзержинский,-1,11,14,6 м²,18 м²,4600000,1, Есенина,30.0,Золотая Нива,2024
realtor,Заельцовский,Без отделки,8,19,-1,21 м²,4612000,1, Дуси Ковальчук,31.28,Заельцовская,2026
homeowner,Кировский,-1,2,14,-1,30 м²,4600000,1, Петухова,32.6,Спортивная,2025
developer,Калининский,Предчистовая,2,21,5 м²,"15,8 м²",4605382,1,,32.0,Заельцовская,2027
real_estate_agent,Кировский,Предчистовая,15,17,-1,-1,4600000,1, Сибиряков-Гвардейцев,28.6,Площадь Маркса,2024
developer,Первомайский,"Без отделки, предчистовая, чистовая",3,10,5 м²,"11,2 м²",4641100,1,,25.72,Речной вокзал,2026
homeowner,Заельцовский,-1,13,24,"5,2 м²","12,9 м²",4600000,1,Сухарная ,29.3,Площадь Гарина-Михайловского,2023
real_estate_agent,Дзержинский,-1,7,12,5 м²,"25,4 м²",4650000,1, Есенина,35.4,Золотая Нива,2015
real_estate_agent,Калининский,-1,1,9,8 м²,-1,4676464,1, Василия Клевцова,31.41,Заельцовская,2024
