author_type,district,finish_type,floor,floors_count,kitchen_meters,living_meters,price,rooms_count,street,total_meters,underground,year_of_construction
real_estate_agent,Ленинский,-1,10,11,9 м²,32 м²,6470000,2, Титова,53.0,Площадь Маркса,2012
realtor,Кировский,-1,1,9,8 м²,"28,2 м²",6400000,2, Станиславского,49.0,Площадь Маркса,1992
realtor,Октябрьский,-1,5,27,10 м²,"29,8 м²",6400000,2, В. Высоцкого,56.7,Золотая Нива,2010
real_estate_agent,Ленинский,-1,13,20,"5,1 м²","29,2 м²",6500000,2, Плахотного,49.9,Площадь Маркса,2021
real_estate_agent,Заельцовский,-1,3,9,7 м²,"26,3 м²",6500000,2,Линейная ,42.6,Гагаринская,1979
real_estate_agent,Ленинский,-1,2,26,18 м²,15 м²,6500000,2, Ясный Берег,40.3,Площадь Ленина,2018
real_estate_agent,Кировский,-1,3,18,-1,-1,6500000,2, Николая Сотникова,55.4,Студенческая,-1
real_estate_agent,Железнодорожный,-1,3,5,"6,3 м²","28,3 м²",6500000,2,Советская ,46.3,Площадь Ленина,1952
real_estate_agent,Советский,-1,1,9,"6,6 м²","27,1 м²",6500000,2, Молодости,52.0,Площадь Маркса,-1
real_estate_agent,Кировский,-1,2,26,8 м²,26 м²,6500000,2, Аникина,47.2,Студенческая,-1
real_estate_agent,Калининский,-1,6,10,"11,8 м²","31,6 м²",6500000,2, Макаренко,57.2,Заельцовская,2010
real_estate_agent,Октябрьский,-1,8,10,"13,6 м²",42 м²,6500000,2, Татьяны Снежиной,75.5,Золотая Нива,2010
real_estate_agent,Кировский,Чистовая,6,26,5 м²,35 м²,6500000,2, Аникина,46.0,Студенческая,2026
real_estate_agent,Ленинский,-1,9,10,8 м²,36 м²,6500000,2,,52.3,Студенческая,1992
real_estate_agent,Калининский,-1,8,10,7 м²,28 м²,6500000,2, Кропоткина,43.3,Маршала Покрышкина,1988
real_estate_agent,Калининский,-1,3,3,10 м²,29 м²,6500000,2,Народная ,57.0,Заельцовская,1950
real_estate_agent,Ленинский,-1,5,17,"13,3 м²",31 м²,6500000,2, Связистов,57.0,Площадь Маркса,2025
real_estate_agent,Ленинский,-1,4,10,"8,8 м²","30,6 м²",6500000,2, Плахотного,53.2,Площадь Маркса,2004
real_estate_agent,Кировский,-1,1,18,8 м²,60 м²,6500000,2,Пригородная ,85.9,Площадь Маркса,2020
real_estate_agent,Октябрьский,-1,15,19,5 м²,-1,6500000,2, Михаила Кулагина,36.5,Золотая Нива,2018
real_estate_agent,Дзержинский,-1,8,10,"5,8 м²",29 м²,6500000,2, Адриена Лежена,43.9,Золотая Нива,1970
real_estate_agent,Ленинский,-1,8,12,"6,2 м²","30,7 м²",6500000,2, Немировича-Данченко,50.6,Площадь Маркса,1981
real_estate_agent,Ленинский,-1,12,17,7 м²,26 м²,6500000,2, Титова,48.5,Площадь Маркса,2023
real_estate_agent,Октябрьский,-1,3,10,14 м²,42 м²,6500000,2, Татьяны Снежиной,76.0,Золотая Нива,2016
realtor,Кировский,-1,2,5,10 м²,35 м²,6509000,2,Пригородная ,58.0,Площадь Маркса,2014
real_estate_agent,Советский,-1,4,5,6 м²,"30,3 м²",6500000,2, Российская,44.0,,1971
real_estate_agent,Калининский,-1,4,9,10 м²,30 м²,6500000,2, Мясниковой,60.0,Заельцовская,-1
real_estate_agent,Ленинский,-1,9,18,"9,3 м²",31 м²,6500000,2, Ивана Севастьянова,55.0,Площадь Маркса,2022
real_estate_agent,Кировский,-1,13,15,8 м²,33 м²,6500000,2, Петухова,58.5,Студенческая,Позвоните автору
real_estate_agent,Кировский,-1,6,24,"18,8 м²","27,3 м²",6500000,2, Петухова,59.8,Спортивная,2023
real_estate_agent,Центральный,-1,2,5,6 м²,"27,5 м²",6500000,2, Крылова,43.5,Маршала Покрышкина,-1
real_estate_agent,Железнодорожный,-1,5,5,"8,5 м²",30 м²,6500000,2,Нарымская ,45.0,Площадь Гарина-Михайловского,1983
real_estate_agent,Ленинский,-1,10,18,"9,3 м²","25,3 м²",6500000,2,Спортивная ,50.4,Площадь Маркса,-1
real_estate_agent,Ленинский,-1,3,10,13 м²,24 м²,6500000,2, Романтиков,48.9,Площадь Маркса,2019
real_estate_agent,Заельцовский,-1,3,12,7 м²,-1,6500000,2,Красный проспект,43.5,Заельцовская,-1
realtor,Советский,-1,3,3,15 м²,35 м²,6500000,2, Сиреневая,69.2,,2009
realtor,Дзержинский,-1,4,12,"11,5 м²","27,9 м²",6500000,2,Учительская ,50.2,Березовая Роща,2019
real_estate_agent,Центральный,-1,1,5,8 м²,"35,1 м²",6550000,2, Семьи Шамшиных,55.3,Маршала Покрышкина,1960
real_estate_agent,Октябрьский,-1,12,17,"24,1 м²",-1,6560000,2,Вилюйская ,55.1,Речной вокзал,2010
real_estate_agent,Дзержинский,-1,5,14,6 м²,-1,6550000,2, Коминтерна,50.0,Золотая Нива,2020
real_estate_agent,Заельцовский,-1,10,10,10 м²,29 м²,6590000,2,Кубовая ,49.0,Заельцовская,-1
real_estate_agent,Калининский,-1,7,10,"9,3 м²","31,5 м²",6586000,2, Гребенщикова,56.5,Заельцовская,2008
real_estate_agent,Заельцовский,-1,8,9,"12,3 м²",33 м²,6580000,2, Дуси Ковальчук,59.1,Площадь Гарина-Михайловского,1977
real_estate_agent,Заельцовский,-1,2,6,"6,7 м²","32,5 м²",6560000,2,Красный проспект,56.4,Заельцовская,1959
real_estate_agent,Советский,-1,1,3,6 м²,30 м²,6600000,2, Терешковой,42.9,,1959
real_estate_agent,Заельцовский,-1,7,9,7 м²,"27,5 м²",6600000,2, Дуси Ковальчук,43.2,Гагаринская,1981
real_estate_agent,Заельцовский,-1,4,10,9 м²,35 м²,6600000,2,Кубовая ,49.0,Заельцовская,-1
real_estate_agent,Железнодорожный,-1,3,3,6 м²,36 м²,6600000,2,Железнодорожная ,54.0,Площадь Гарина-Михайловского,-1
real_estate_agent,Железнодорожный,-1,9,9,"5,8 м²",22 м²,6600000,2, Челюскинцев,35.2,Площадь Гарина-Михайловского,1971
real_estate_agent,Ленинский,-1,5,20,"18,6 м²",-1,6649999,2, Титова,50.4,Площадь Маркса,2022
real_estate_agent,Кировский,-1,16,16,21 м²,28 м²,6600000,2, Зорге,63.9,Площадь Маркса,2011
real_estate_agent,Кировский,-1,5,18,18 м²,-1,6600000,2, Зорге,50.2,Площадь Маркса,2021
realtor,Заельцовский,-1,9,13,"21,9 м²","18,2 м²",6600000,2, Аэропорт,54.1,Заельцовская,2020
real_estate_agent,Ленинский,-1,4,9,"9,3 м²",31 м²,6700000,2, Титова,54.9,Площадь Маркса,2021
real_estate_agent,Ленинский,-1,5,5,"6,7 м²","34,6 м²",6700000,2, Пархоменко,55.4,Площадь Маркса,1949
real_estate_agent,Кировский,-1,3,11,12 м²,35 м²,6700000,2, Герцена,60.0,Студенческая,2017
real_estate_agent,Заельцовский,-1,6,9,"6,8 м²","27,1 м²",6700000,2,Линейная ,42.4,Гагаринская,1979
real_estate_agent,Ленинский,-1,9,24,15 м²,16 м²,6700000,2, Пархоменко,45.2,Площадь Маркса,2025
real_estate_agent,Калининский,-1,3,10,"9,3 м²","31,4 м²",6700000,2, Гребенщикова,56.3,Заельцовская,2007
real_estate_agent,Калининский,-1,12,16,11 м²,-1,6699000,2,Красный проспект,38.7,Заельцовская,2019
real_estate_agent,Калининский,-1,2,4,7 м²,"42,2 м²",6700000,2, Богдана Хмельницкого,58.6,Заельцовская,1952
real_estate_agent,Калининский,-1,7,10,"9,3 м²","31,2 м²",6700000,2, Тюленина,56.4,Заельцовская,-1
real_estate_agent,Ленинский,-1,4,8,5 м²,"22,1 м²",6690000,2, Титова,36.6,Площадь Маркса,2025
real_estate_agent,Центральный,-1,5,5,"6,5 м²",30 м²,6700000,2, Мичурина,46.0,Сибирская,-1
real_estate_agent,Центральный,-1,5,5,7 м²,30 м²,6700000,2, Мичурина,49.0,Красный Проспект,1955
real_estate_agent,Железнодорожный,-1,3,12,"8,7 м²","29,5 м²",6700000,2, 1905 года,52.5,Площадь Гарина-Михайловского,1994
real_estate_agent,Октябрьский,-1,18,19,7 м²,"48,1 м²",6700000,2, Виталия Потылицына,71.5,Золотая Нива,2015
real_estate_agent,Заельцовский,-1,6,9,"6,8 м²","27,1 м²",6700000,2,Линейная ,42.4,Гагаринская,-1
real_estate_agent,Первомайский,-1,24,25,9 м²,"25,4 м²",6700000,2, Заречная,44.0,Спортивная,-1
real_estate_agent,Калининский,-1,2,9,7 м²,29 м²,6700000,2, Кропоткина,46.0,Маршала Покрышкина,1986
real_estate_agent,Октябрьский,-1,7,10,14 м²,41 м²,6700000,2, В. Высоцкого,76.0,Золотая Нива,2009
real_estate_agent,Октябрьский,-1,13,17,"10,8 м²","44,5 м²",6690000,2,Вилюйская ,74.65,Речной вокзал,2024
real_estate_agent,Заельцовский,-1,4,5,"5,2 м²","31,2 м²",6700000,2, Михаила Перевозчикова,44.5,Заельцовская,1968
realtor,Калининский,-1,4,17,15 м²,-1,6680000,2,Тайгинская ,51.4,Заельцовская,2023
realtor,Заельцовский,-1,3,5,6 м²,28 м²,6700000,2,Красный проспект,43.0,Гагаринская,1965
realtor,Октябрьский,Без отделки,2,8,"16,1 м²",-1,6700000,2,2-я Высокогорная ,55.9,Речной вокзал,2025
real_estate_agent,Центральный,-1,7,9,6 м²,22 м²,6750000,2,Красный проспект,34.3,Красный Проспект,-1
real_estate_agent,Ленинский,-1,24,27,"13,2 м²",37 м²,6750000,2,Волховская ,63.8,Площадь Маркса,2016
real_estate_agent,Советский,-1,11,26,"11,5 м²",31 м²,6750000,2,Приморская ,57.3,Студенческая,2015
real_estate_agent,Ленинский,-1,12,16,"11,8 м²","16,9 м²",6750000,2,,43.2,Студенческая,-1
real_estate_agent,Центральный,-1,4,9,7 м²,25 м²,6800000,2,Трудовая ,41.2,Площадь Ленина,1971
real_estate_agent,Центральный,-1,2,5,6 м²,30 м²,6800000,2, Гоголя,45.1,Маршала Покрышкина,1962
real_estate_agent,Октябрьский,-1,3,10,9 м²,32 м²,6800000,2, Шевченко,55.2,Октябрьская,1991
real_estate_agent,Ленинский,-1,11,17,15 м²,22 м²,6890000,2, Плахотного,45.0,Площадь Маркса,2020
real_estate_agent,Первомайский,-1,11,25,"18,8 м²","32,2 м²",6800000,2, Ошанина,63.5,Речной вокзал,2022
real_estate_agent,Калининский,-1,1,5,6 м²,26 м²,6870000,2,Народная ,45.0,Заельцовская,1962
real_estate_agent,Кировский,-1,8,11,9 м²,32 м²,6850000,2, Сибиряков-Гвардейцев,53.1,Площадь Маркса,2014
real_estate_agent,Ленинский,-1,2,4,5 м²,30 м²,6800000,2, Плахотного,42.5,Площадь Маркса,-1
real_estate_agent,Октябрьский,-1,10,11,12 м²,28 м²,6850000,2, В. Высоцкого,58.0,Золотая Нива,2012
real_estate_agent,Кировский,-1,8,10,25 м²,24 м²,6800000,2, Александра Чистякова,63.7,Студенческая,2024
real_estate_agent,Железнодорожный,-1,4,9,7 м²,30 м²,6800000,2,Железнодорожная ,45.0,Площадь Гарина-Михайловского,1981
real_estate_agent,Октябрьский,-1,9,9,7 м²,27 м²,6800000,2, Бориса Богаткова,45.3,Золотая Нива,1972
real_estate_agent,Октябрьский,-1,2,27,12 м²,"34,2 м²",6800000,2, В. Высоцкого,62.8,Золотая Нива,2010
real_estate_agent,Дзержинский,-1,5,5,19 м²,30 м²,6800000,2, Авиастроителей,58.4,Березовая Роща,1957
real_estate_agent,Советский,-1,1,4,6 м²,30 м²,6850000,2,Золотодолинская ,44.3,,1962
real_estate_agent,Кировский,-1,9,10,"8,4 м²","32,6 м²",6800000,2, Громова,53.0,Площадь Маркса,2005
real_estate_agent,Заельцовский,-1,7,26,3 м²,38 м²,6800000,2,Красный проспект,46.5,Заельцовская,2025
real_estate_agent,Ленинский,-1,10,18,"12,1 м²","29,6 м²",6800000,2,Междуреченская ,58.61,Площадь Гарина-Михайловского,2024
real_estate_agent,Калининский,-1,1,10,11 м²,33 м²,6800000,2,Народная ,55.0,Заельцовская,2012
real_estate_agent,Ленинский,-1,6,17,16 м²,30 м²,6849000,2, Забалуева,65.7,Площадь Маркса,-1
real_estate_agent,Октябрьский,-1,5,10,9 м²,35 м²,6800000,2,Лазурная ,52.0,Золотая Нива,-1
real_estate_agent,Октябрьский,-1,2,17,10 м²,"27,8 м²",6800000,2,Вилюйская ,56.7,Речной вокзал,2010
realtor,Кировский,-1,9,10,10 м²,"36,7 м²",6800000,2, Зорге,63.5,Площадь Маркса,2008
real_estate_agent,Центральный,-1,9,10,"6,8 м²",28 м²,6900000,2,Серебренниковская ,44.0,Октябрьская,1988
real_estate_agent,Заельцовский,-1,3,6,"5,9 м²","26,5 м²",6900000,2,Красный проспект,40.6,Гагаринская,1968
real_estate_agent,Заельцовский,-1,9,10,"8,8 м²","31,7 м²",6900000,2,Красный проспект,53.2,Заельцовская,1988
real_estate_agent,Кировский,-1,15,16,"10,8 м²","36,9 м²",6900000,2, Гэсстроевская,62.6,Студенческая,2014
real_estate_agent,Дзержинский,-1,7,9,7 м²,29 м²,6900000,2, Фрунзе,45.0,Березовая Роща,1975
real_estate_agent,Железнодорожный,-1,6,9,"6,7 м²","27,1 м²",6900000,2,Железнодорожная ,42.7,Площадь Гарина-Михайловского,1981
real_estate_agent,Ленинский,-1,3,9,"8,7 м²","27,6 м²",6900000,2,Степная ,55.0,Площадь Маркса,1981
real_estate_agent,Советский,-1,6,9,"8,9 м²","27,3 м²",6900000,2, Полевая,51.7,,1991
real_estate_agent,Калининский,-1,2,5,"8,5 м²","55,7 м²",6900000,2, Богдана Хмельницкого,77.2,Заельцовская,-1
real_estate_agent,Дзержинский,-1,3,10,"5,5 м²",26 м²,6990000,2, Шекспира,44.8,Березовая Роща,-1
real_estate_agent,Дзержинский,-1,8,9,6 м²,30 м²,6980000,2, Кошурникова,43.5,Березовая Роща,1970
real_estate_agent,Заельцовский,-1,4,9,9 м²,33 м²,6999000,2,Линейная ,47.0,Гагаринская,-1
real_estate_agent,Центральный,-1,1,10,9 м²,-1,6999999,2,Ипподромская ,51.0,Маршала Покрышкина,2015
real_estate_agent,Октябрьский,-1,1,3,10 м²,-1,6990000,2, Кирова,56.0,Речной вокзал,2012
real_estate_agent,Советский,-1,8,10,"9,2 м²",33 м²,6950000,2, Печатников,54.3,Студенческая,2005
real_estate_agent,Железнодорожный,-1,2,5,6 м²,30 м²,6999000,2,Советская ,43.0,Площадь Ленина,1963
realtor,Дзержинский,-1,20,22,7 м²,37 м²,6990000,2, Есенина,57.0,Золотая Нива,2023
real_estate_agent,Октябрьский,-1,4,10,12 м²,"36,7 м²",7000000,2, Плющихинская,63.7,Золотая Нива,2019
real_estate_agent,Октябрьский,-1,24,25,"13,9 м²","17,4 м²",7050000,2, Никитина,44.3,Октябрьская,2024
real_estate_agent,Октябрьский,-1,10,10,6 м²,"35,9 м²",7000000,2, Татьяны Снежиной,60.7,Золотая Нива,2021
real_estate_agent,Советский,-1,8,9,8 м²,27 м²,7000000,2, Иванова,49.0,,1979
real_estate_agent,Ленинский,-1,8,14,9 м²,35 м²,7000000,2, Титова,51.2,Площадь Маркса,2013
real_estate_agent,Октябрьский,-1,10,10,"7,7 м²","25,6 м²",7000000,2, Гаранина,44.7,Золотая Нива,1991
real_estate_agent,Калининский,-1,4,10,"14,4 м²",19 м²,7000000,2, Дунаевского,46.1,Заельцовская,2019
real_estate_agent,Октябрьский,-1,2,25,"5,1 м²",-1,7050000,2,Рябиновая ,43.8,Речной вокзал,2021
real_estate_agent,Центральный,-1,9,9,8 м²,29 м²,7000000,2, Гоголя,46.0,Маршала Покрышкина,1983
real_estate_agent,Октябрьский,-1,9,10,"8,9 м²","30,9 м²",7000000,2, Федосеева,51.5,Золотая Нива,1995
real_estate_agent,Калининский,-1,2,17,"18,3 м²","38,4 м²",7000000,2, Фадеева,73.9,Заельцовская,2015
real_estate_agent,Железнодорожный,-1,2,5,"8,2 м²","38,9 м²",7000000,2,проспект Димитрова,55.9,Красный Проспект,1959
real_estate_agent,Калининский,-1,8,12,"10,9 м²","32,5 м²",7000000,2,Красный проспект,57.4,Заельцовская,2020
real_estate_agent,Заельцовский,-1,13,21,"29,3 м²",52 м²,7060100,2, Дуси Ковальчук,87.35,Заельцовская,2022
real_estate_agent,Кировский,-1,2,17,"17,8 м²",35 м²,7000000,2, Сибиряков-Гвардейцев,59.0,Площадь Маркса,2024
real_estate_agent,Центральный,-1,4,6,6 м²,33 м²,7000000,2, Достоевского,58.0,Красный Проспект,1955
real_estate_agent,Железнодорожный,-1,8,9,7 м²,"29,3 м²",7000000,2, Ленина,47.7,Площадь Гарина-Михайловского,1975
real_estate_agent,Ленинский,-1,8,17,"9,8 м²","32,1 м²",7000000,2,Широкая ,55.6,Площадь Маркса,2009
real_estate_agent,Октябрьский,-1,16,27,-1,-1,7000000,2, В. Высоцкого,63.0,Золотая Нива,-1
real_estate_agent,Кировский,-1,17,18,18 м²,"31,5 м²",7000000,2, Александра Чистякова,68.9,Площадь Маркса,2022
realtor,Калининский,-1,5,10,"8,7 м²",30 м²,7000000,2, Мясниковой,53.2,Заельцовская,2014
real_estate_agent,Калининский,-1,13,13,"6,2 м²",37 м²,7100000,2,Родники мкр,60.4,Заельцовская,2027
real_estate_agent,Заельцовский,-1,2,10,10 м²,27 м²,7120000,2,Кубовая ,43.8,Заельцовская,2015
real_estate_agent,Ленинский,-1,11,13,14 м²,29 м²,7100000,2, Романтиков,51.9,Площадь Маркса,-1
real_estate_agent,Кировский,-1,15,17,15 м²,40 м²,7100000,2, Александра Чистякова,62.9,Площадь Маркса,2023
real_estate_agent,Советский,-1,1,4,"5,8 м²","30,5 м²",7149000,2, Академическая,45.9,,1964
real_estate_agent,Ленинский,-1,4,9,10 м²,35 м²,7100000,2,Троллейная ,59.6,Площадь Маркса,2001
real_estate_agent,Октябрьский,-1,7,17,"9,9 м²","38,7 м²",7200000,2, В. Высоцкого,65.3,Золотая Нива,2014
real_estate_agent,Ленинский,-1,9,16,"12,2 м²","39,5 м²",7200000,2,Волховская ,65.1,Площадь Маркса,2023
real_estate_agent,Октябрьский,-1,4,17,"10,4 м²","46,2 м²",7150000,2,Вилюйская ,70.4,Речной вокзал,-1
real_estate_agent,Ленинский,-1,5,5,6 м²,"31,7 м²",7200000,2, Ватутина,43.6,Площадь Маркса,-1
real_estate_agent,Заельцовский,-1,2,6,"7,3 м²","30,5 м²",7200000,2, Медкадры,51.5,Заельцовская,Позвоните автору
real_estate_agent,Ленинский,-1,2,5,10 м²,38 м²,7200000,2, Станиславского,69.2,Студенческая,1943
real_estate_agent,Советский,-1,8,9,9 м²,-1,7200000,2, Полевая,52.0,,1982
real_estate_agent,Дзержинский,-1,11,25,17 м²,14 м²,7150000,2, Авиастроителей,41.57,Березовая Роща,2026
real_estate_agent,Кировский,-1,14,18,"13,9 м²","29,3 м²",7200000,2, Александра Чистякова,56.7,Студенческая,2019
real_estate_agent,Октябрьский,-1,1,10,"8,8 м²","30,8 м²",7220000,2, Шевченко,53.2,Октябрьская,1991
real_estate_agent,Ленинский,-1,3,10,"9,2 м²","43,4 м²",7150000,2,Колхидская ,66.0,Площадь Маркса,2009
real_estate_agent,Ленинский,-1,4,5,"5,7 м²","28,1 м²",7200000,2,проспект Карла Маркса,42.3,Студенческая,1960
real_estate_agent,Кировский,Чистовая,9,10,25 м²,24 м²,7200000,2, Александра Чистякова,63.0,Студенческая,2023
real_estate_agent,Октябрьский,-1,7,12,"9,4 м²",32 м²,7200000,2, Ключ-Камышенское плато,56.3,Речной вокзал,2012
real_estate_agent,Кировский,-1,1,4,10 м²,32 м²,7200000,2, Гэсстроевская,58.3,Студенческая,2014
real_estate_agent,Заельцовский,-1,11,26,"19,5 м²",14 м²,7200000,2,Красный проспект,47.08,Заельцовская,-1
real_estate_agent,Первомайский,-1,13,17,21 м²,20 м²,7200000,2, Баумана,54.0,Речной вокзал,-1
real_estate_agent,Кировский,-1,8,17,16 м²,27 м²,7200000,2, Зорге,61.35,Площадь Маркса,-1
real_estate_agent,Первомайский,-1,7,8,"12,7 м²",-1,7200000,2,Первомайская ,51.4,Спортивная,2025
realtor,Октябрьский,-1,4,9,7 м²,-1,7190000,2,Ленинградская ,43.1,Речной вокзал,1971
real_estate_agent,Советский,-1,7,9,"7,9 м²","33,1 м²",7250000,2, Арбузова,53.0,,1981
real_estate_agent,Первомайский,-1,14,25,10 м²,25 м²,7290000,2, Заречная,44.7,Спортивная,-1
realtor,Ленинский,-1,26,27,16 м²,13 м²,7250000,2, Ясный Берег,40.2,Площадь Гарина-Михайловского,2019
real_estate_agent,Кировский,-1,3,4,"9,3 м²",41 м²,7300000,2, Федора Горячева,68.8,Студенческая,2014
real_estate_agent,Ленинский,-1,5,9,"8,2 м²","29,8 м²",7300000,2, Титова,58.6,Площадь Маркса,1978
real_estate_agent,Центральный,-1,3,5,"9,3 м²","44,1 м²",7300000,2,Красный проспект,60.0,Площадь Ленина,1958
real_estate_agent,Октябрьский,-1,15,17,13 м²,31 м²,7300000,2,Вилюйская ,58.0,Речной вокзал,-1
real_estate_agent,Железнодорожный,-1,3,17,"17,1 м²","11,5 м²",7300000,2,Фабричная ,36.6,Площадь Гарина-Михайловского,2023
real_estate_agent,Центральный,-1,2,6,5 м²,30 м²,7300000,2,Серебренниковская ,48.0,Площадь Ленина,-1
real_estate_agent,Ленинский,-1,4,9,13 м²,31 м²,7300000,2,Пермская ,58.0,Площадь Маркса,-1
real_estate_agent,Октябрьский,-1,1,10,25 м²,"37,5 м²",7300000,2,Выборная ,74.0,Речной вокзал,2010
real_estate_agent,Советский,-1,3,9,"6,3 м²","25,8 м²",7350000,2, Героев Труда,42.0,,1969
real_estate_agent,Ленинский,-1,13,22,12 м²,"16,5 м²",7400000,2, Костычева,38.6,Площадь Маркса,2019
real_estate_agent,Калининский,-1,16,17,"13,8 м²","30,9 м²",7400000,2, Мясниковой,65.0,Заельцовская,2020
real_estate_agent,Октябрьский,-1,16,25,"11,3 м²","34,1 м²",7350000,2,Закаменский мкр,60.2,Березовая Роща,2024
real_estate_agent,Октябрьский,-1,19,19,"11,4 м²","32,5 м²",7350000,2,Выборная ,59.3,Речной вокзал,Позвоните автору
real_estate_agent,Калининский,-1,4,24,"13,3 м²",33 м²,7350000,2, Тюленина,69.3,Заельцовская,2014
real_estate_agent,Калининский,-1,5,15,"5,1 м²","26,8 м²",7395000,2, Объединения,54.4,Заельцовская,2025
real_estate_agent,Калининский,-1,4,17,12 м²,33 м²,7400000,2, Гребенщикова,65.0,Заельцовская,-1
real_estate_agent,Октябрьский,-1,7,25,12 м²,"34,1 м²",7350000,2,Закаменский мкр,62.92,Березовая Роща,2024
realtor,Ленинский,-1,3,6,"24,1 м²","30,7 м²",7400000,2, Надежды,72.0,Площадь Маркса,2016
real_estate_agent,Октябрьский,-1,17,17,"16,7 м²",-1,7400000,2, Добролюбова,36.3,Золотая Нива,2009
real_estate_agent,Ленинский,-1,13,14,"13,6 м²","43,5 м²",7350000,2, Титова,74.3,Площадь Маркса,2025
real_estate_agent,Октябрьский,-1,16,16,"9,3 м²","33,7 м²",7480000,2, Панфиловцев,66.8,Золотая Нива,-1
real_estate_agent,Калининский,-1,8,10,12 м²,36 м²,7499999,2, Гребенщикова,67.7,Заельцовская,2009
real_estate_agent,Октябрьский,-1,7,18,"12,2 м²",28 м²,7490000,2,Лазурная ,53.5,Золотая Нива,2014
real_estate_agent,Кировский,-1,5,10,"10,3 м²",31 м²,7450000,2, Петухова,53.3,Площадь Маркса,2010
real_estate_agent,Советский,-1,2,4,6 м²,27 м²,7500000,2, Академическая,44.0,,-1
real_estate_agent,Октябрьский,-1,8,18,"9,5 м²",30 м²,7500000,2,Красносельская ,51.7,Золотая Нива,2018
real_estate_agent,Калининский,-1,6,17,"7,8 м²","36,7 м²",7500000,2, Краузе,66.4,Заельцовская,-1
real_estate_agent,Железнодорожный,-1,2,11,"9,7 м²",-1,7500000,2,Владимировская ,60.0,Площадь Гарина-Михайловского,2006
real_estate_agent,Октябрьский,-1,7,11,"7,8 м²",38 м²,7590000,2,Обская ,53.4,Речной вокзал,2002
real_estate_agent,Заельцовский,-1,1,13,"10,5 м²",31 м²,7500000,2, Аэропорт,53.4,Заельцовская,2020
real_estate_agent,Кировский,-1,1,16,9 м²,28 м²,7500000,2, Сержанта Коротаева,48.0,Студенческая,2013
real_estate_agent,Октябрьский,-1,7,19,16 м²,"32,4 м²",7500000,2,Выборная ,65.0,Речной вокзал,2013
real_estate_agent,Октябрьский,-1,17,25,"5,2 м²","23,1 м²",7500000,2, Кирова,45.7,Октябрьская,2024
real_estate_agent,Железнодорожный,-1,9,9,"6,8 м²","23,7 м²",7550000,2,Нарымская ,42.2,Красный Проспект,1981
real_estate_agent,Октябрьский,-1,14,25,10 м²,"34,8 м²",7500000,2,Закаменский мкр,61.1,Березовая Роща,2024
real_estate_agent,Дзержинский,-1,7,14,"9,8 м²","34,3 м²",7520000,2, Есенина,67.3,Золотая Нива,2019
real_estate_agent,Ленинский,-1,7,17,12 м²,"23,6 м²",7500000,2,63/1,47.1,Студенческая,2010
real_estate_agent,Железнодорожный,-1,4,9,6 м²,-1,7500000,2, Челюскинцев,48.0,Площадь Гарина-Михайловского,1969
real_estate_agent,Дзержинский,-1,9,26,20 м²,25 м²,7550000,2, Коминтерна,50.5,Золотая Нива,2021
real_estate_agent,Советский,-1,1,2,"16,6 м²","27,9 м²",7500000,2,бульвар Молодежи,53.5,,-1
real_estate_agent,Советский,-1,7,10,9 м²,"29,9 м²",7500000,2, Экваторная,53.0,Речной вокзал,2011
real_estate_agent,Октябрьский,-1,7,10,"8,6 м²",30 м²,7500000,2, Федосеева,50.0,Золотая Нива,1995
real_estate_agent,Советский,-1,4,5,6 м²,27 м²,7500000,2, Иванова,44.0,,1967
real_estate_agent,Ленинский,-1,9,11,"9,3 м²",30 м²,7500000,2,Спортивная ,55.8,Студенческая,2012
real_estate_agent,Советский,-1,1,10,8 м²,30 м²,7500000,2, Иванова,51.0,,1990
real_estate_agent,Октябрьский,-1,13,17,8 м²,26 м²,7500000,2, Гаранина,46.0,Золотая Нива,2022
real_estate_agent,Кировский,-1,4,5,6 м²,30 м²,7500000,2,Новогодняя ,42.0,Площадь Маркса,1964
real_estate_agent,Октябрьский,Чистовая,6,27,10 м²,34 м²,7500000,2,Закаменский мкр,59.9,Золотая Нива,2024
real_estate_agent,Дзержинский,-1,7,9,"23,7 м²","16,8 м²",7600000,2, Кошурникова,45.5,Березовая Роща,1970
real_estate_agent,Первомайский,-1,15,18,"14,3 м²","30,3 м²",7624110,2, Заречная,56.7,Спортивная,2025
real_estate_agent,Заельцовский,-1,6,8,"3,6 м²","21,2 м²",7600000,2,,35.4,Заельцовская,2026
real_estate_agent,Октябрьский,-1,5,9,"6,8 м²","28,4 м²",7600000,2, Бориса Богаткова,43.2,Золотая Нива,1972
real_estate_agent,Ленинский,-1,9,17,16 м²,"29,9 м²",7635000,2, Забалуева,65.75,Студенческая,-1
real_estate_agent,Калининский,-1,3,17,"13,8 м²","30,7 м²",7700000,2,Красный проспект,60.2,Заельцовская,2021
real_estate_agent,Октябрьский,-1,8,10,16 м²,38 м²,7700000,2,Выборная ,70.0,Речной вокзал,-1
real_estate_agent,Первомайский,-1,9,10,"10,4 м²","31,8 м²",7700000,2,Первомайская ,56.2,Спортивная,2011
real_estate_agent,Железнодорожный,-1,9,9,"8,2 м²",27 м²,7700000,2,Сибирская ,46.7,Площадь Гарина-Михайловского,1987
real_estate_agent,Заельцовский,-1,2,24,10 м²,24 м²,7700000,2,Красный проспект,49.0,Заельцовская,-1
