author_type,district,floor,kitchen_meters,price,rooms_count,year_of_construction
2.0,3.3,4.0,5.0,4400000.0,1.0,2017
4.0,2.5,4.0,4.64,4154200.0,1.0,2026
2.0,2.5,2.0,5.34,3850000.0,1.0,2015
2.0,3.7,4.0,5.0,3300000.0,1.0,2023
4.0,3.4,3.0,5.4,4990000.0,1.0,2027
2.0,2.5,16.0,4.0,3410000.0,1.0,2010
2.0,2.5,6.0,5.0,4100000.0,1.0,2023
4.0,4.0,8.0,4.0,7200000.0,1.0,2025
4.0,2.9,5.0,14.399999999999999,5402000.0,1.0,2027
2.0,2.5,6.0,5.4,3460000.0,1.0,2013
2.0,3.7,13.0,5.0,3000000.0,1.0,2014
2.0,4.0,12.0,6.938,6650000.0,1.0,2027
2.0,3.8,5.0,4.0,3840000.0,1.0,2007
2.0,2.9,4.0,5.638000000000001,4419510.0,1.0,2026
4.0,3.4,6.0,5.2,5350000.0,1.0,2027
2.0,2.9,10.0,6.0,2999000.0,1.0,2023
2.0,2.9,2.0,5.34,3577800.0,1.0,2024
4.0,3.4,19.0,3.1,5664100.0,1.0,2026
2.0,2.9,8.0,5.0,4650000.0,1.0,2012
2.0,2.5,10.0,14.399999999999999,3400000.0,1.0,2010
4.0,2.9,12.0,4.806000000000001,5700000.0,1.0,2026
2.0,4.4,17.0,3.8600000000000003,2250000.0,1.0,2015
2.0,3.7,8.0,19.5,3480000.0,1.0,2019
4.0,3.4,6.0,5.0,4550000.0,1.0,2027
2.0,4.0,4.0,5.0,4900000.0,1.0,2020
4.0,3.3,15.0,5.0,4833588.0,1.0,2027
4.0,3.4,2.0,3.9,6711900.0,1.0,2026
2.0,4.0,13.0,3.0,5600000.0,1.0,2013
2.0,2.5,3.0,2.0,5500000.0,1.0,2014
4.0,2.9,6.0,15.7,6290000.0,1.0,2027
2.0,4.4,2.0,4.0,2680000.0,1.0,2013
4.0,3.8,21.0,5.54,7200000.0,1.0,2022
2.0,2.5,5.0,4.800000000000001,4200000.0,1.0,2024
2.0,2.5,20.0,2.0,4850000.0,1.0,2020
2.0,4.0,15.0,5.686,5480000.0,1.0,2027
2.0,2.9,7.0,6.140000000000001,3300000.0,1.0,2015
2.0,2.5,7.0,4.0,3000000.0,1.0,2024
4.0,4.4,6.0,5.0,4167000.0,1.0,2026
2.0,3.3,15.0,4.0,3800000.0,1.0,2017
2.0,3.4,12.0,3.0,4600000.0,1.0,2018
2.0,4.0,9.0,5.734000000000001,5510000.0,1.0,2027
2.0,3.3,12.0,2.0,4700000.0,1.0,2017
2.0,2.5,4.0,2.4,4700000.0,1.0,2024
2.0,3.7,3.0,3.1,2950000.0,1.0,2014
2.0,2.5,6.0,12.399999999999999,3500000.0,1.0,2020
2.0,2.9,14.0,3.0,2950000.0,1.0,2018
4.0,3.4,15.0,11.099999999999998,5521880.0,1.0,2026
2.0,4.4,17.0,4.0,3900000.0,1.0,2012
