floor,kitchen_meters,price,rooms_count,total_meters,year_of_construction
12.0,6.3500000000000005,6200.0,2.0,31.75,2026
2.0,6.0,4000.0,2.0,41.0,1964
3.0,5.0,5666.0,2.0,42.7,2027
7.0,13.380000000000003,12560.0,2.0,66.9,2026
5.0,9.522,10490.0,2.0,47.61,2028
1.0,8.5,4000.0,2.0,47.4,1950
2.0,12.518,11090.0,2.0,62.59,2028
14.0,14.2,10000.0,2.0,66.8,2015
18.0,5.0,11600.0,2.0,76.1,2025
2.0,14.62,6600.0,2.0,73.1,2026
10.0,10.0,6500.0,2.0,57.9,2014
9.0,4.9,6300.0,2.0,43.5,2027
7.0,10.6,8200.0,2.0,42.9,2020
5.0,6.0,3100.0,1.0,46.0,2017
4.0,14.786000000000001,12990.0,2.0,73.93,2028
20.0,6.0,15500.0,2.0,40.8,2019
1.0,6.0,3500.0,2.0,44.0,1969
2.0,16.1,9020.0,2.0,59.5,2028
6.0,4.0,5600.0,2.0,45.0,1970
18.0,5.2,6900.0,2.0,33.0,2025
11.0,13.2,11171.0,2.0,59.4,2026
1.0,7.4,3900.0,2.0,42.9,1968
12.0,8.594,7400.0,2.0,42.97,2026
14.0,9.7,9300.0,2.0,59.3,2020
3.0,9.6,3400.0,2.0,43.4,1980
12.0,13.040000000000001,7000.0,2.0,65.2,2028
4.0,5.5,5600.0,2.0,44.0,1968
1.0,10.0,4790.0,2.0,55.2,2020
4.0,13.4,6350.0,2.0,67.0,2026
1.0,6.0,5299.0,2.0,44.0,1968
18.0,12.0,10490.0,2.0,58.0,2023
3.0,12.344000000000001,11590.0,2.0,61.72,2028
5.0,6.0,4000.0,2.0,44.0,1968
16.0,12.700000000000001,6300.0,2.0,63.5,2026
4.0,5.2,4180.0,2.0,43.9,1972
19.0,13.5,8049.0,2.0,61.35,2026
13.0,15.450000000000003,7872.0,2.0,39.45,2026
10.0,15.2,12800.0,2.0,81.6,2011
8.0,14.240000000000002,6500.0,2.0,71.2,2026
9.0,5.0,3999.0,2.0,64.0,2023
4.0,6.0,6600.0,2.0,32.4,2025
4.0,26.9,11700.0,2.0,52.9,2016
1.0,7.340000000000001,4750.0,2.0,36.7,2027
1.0,6.0,3500.0,2.0,42.4,1960
16.0,10.2,8305.0,2.0,63.84,2026
6.0,8.0,5850.0,2.0,53.0,2008
4.0,5.5,3850.0,2.0,46.5,1968
5.0,6.0,4150.0,2.0,44.3,1970
5.0,5.5,4150.0,2.0,42.3,1970
3.0,5.6,4150.0,2.0,46.6,1994
3.0,6.7,4200.0,2.0,43.5,1988
1.0,6.0,4200.0,2.0,45.6,1965
5.0,5.8,4200.0,2.0,45.9,1966
4.0,5.5,4200.0,2.0,43.7,1972
10.0,13.8,4200.0,2.0,40.3,2024
3.0,6.1,4200.0,2.0,41.0,1960
4.0,10.0,4200.0,2.0,40.0,2021
16.0,5.0,4200.0,2.0,44.0,2015
7.0,13.9,4200.0,2.0,43.0,2024
4.0,9.9,4200.0,2.0,53.2,2017
2.0,7.0,4200.0,2.0,44.6,2022
4.0,6.0,4200.0,2.0,44.0,2017
5.0,6.0,4200.0,2.0,46.0,1972
4.0,5.3,4200.0,2.0,43.9,1969
1.0,7.0,4200.0,2.0,60.2,1957
1.0,7.0,4200.0,2.0,43.0,2015
5.0,9.0,4200.0,2.0,59.0,1968
3.0,5.7,4250.0,2.0,49.3,2013
5.0,5.8,4250.0,2.0,45.9,1964
1.0,9.0,4250.0,2.0,44.5,2017
3.0,5.9,4250.0,2.0,46.0,1989
10.0,22.0,4299.0,2.0,48.0,2023
1.0,7.9,4300.0,2.0,53.9,1994
5.0,7.0,4300.0,2.0,43.0,1977
1.0,8.0,4320.0,2.0,58.0,2019
5.0,6.0,4300.0,2.0,42.7,1965
2.0,8.4,4300.0,2.0,53.3,1993
4.0,5.8,4300.0,2.0,43.7,1972
5.0,6.8,4300.0,2.0,42.3,1976
1.0,5.9,4300.0,2.0,45.0,1966
5.0,6.0,4300.0,2.0,42.0,1961
13.0,5.3,4300.0,2.0,35.0,2024
1.0,9.0,4300.0,2.0,53.2,1985
1.0,14.0,4300.0,2.0,39.7,2017
4.0,14.0,4300.0,2.0,63.5,2018
8.0,8.7,4300.0,2.0,42.8,2001
1.0,8.1,4300.0,2.0,50.5,1963
5.0,5.6,4300.0,2.0,42.3,2015
3.0,5.8,4300.0,2.0,44.3,1970
1.0,6.0,4300.0,2.0,41.6,1959
2.0,12.0,4300.0,2.0,58.0,2012
1.0,7.0,4300.0,2.0,46.0,1971
7.0,7.4,4300.0,2.0,44.1,1972
5.0,6.2,4330.0,2.0,43.3,1963
1.0,5.1,4300.0,2.0,41.6,1975
2.0,7.9,4350.0,2.0,52.4,2015
4.0,6.0,4380.0,2.0,44.0,1940
3.0,5.1,4399.0,2.0,43.2,1975
5.0,5.8,4350.0,2.0,45.1,1972
1.0,5.8,4380.0,2.0,39.0,1932
13.0,10.0,4350.0,2.0,40.0,2015
5.0,7.2,4399.0,2.0,45.0,1977
2.0,7.1,4350.0,2.0,45.3,2015
3.0,6.0,4390.0,2.0,44.8,1963
4.0,14.0,4350.0,2.0,47.0,1967
1.0,12.2,4390.0,2.0,52.3,2017
8.0,10.0,4400.0,2.0,38.0,2017
6.0,6.2,4400.0,2.0,40.0,2020
6.0,5.0,4400.0,2.0,40.6,2019
1.0,6.0,4400.0,2.0,44.0,1975
1.0,6.3,4400.0,2.0,42.6,2017
1.0,5.8,4400.0,2.0,42.8,1971
1.0,5.5,4400.0,2.0,44.3,1964
1.0,30.0,4400.0,2.0,46.0,2015
5.0,5.6,4400.0,2.0,43.1,2013
3.0,10.0,4400.0,2.0,41.1,2024
4.0,7.0,4400.0,2.0,44.6,1980
2.0,6.0,4400.0,2.0,41.9,1967
6.0,9.3,4400.0,2.0,44.2,1976
12.0,10.0,4450.0,2.0,37.0,2017
5.0,6.0,4499.0,2.0,47.1,2015
1.0,5.8,4450.0,2.0,42.5,1965
4.0,5.9,4450.0,2.0,44.0,1973
5.0,5.9,4450.0,2.0,44.7,1971
5.0,6.1,4450.0,2.0,43.0,1963
3.0,6.6,4490.0,2.0,42.6,1972
1.0,8.9,4490.0,2.0,53.3,2002
5.0,6.0,4450.0,2.0,46.1,1966
5.0,5.0,4450.0,2.0,44.0,2023
1.0,5.5,4500.0,2.0,43.5,1994
4.0,6.4,4500.0,2.0,42.3,1975
1.0,7.2,4500.0,2.0,44.0,1978
1.0,10.0,4500.0,2.0,52.0,2022
5.0,6.0,4500.0,2.0,44.2,2015
2.0,6.0,4500.0,2.0,42.0,2022
3.0,8.0,4500.0,2.0,64.5,1952
5.0,6.0,4500.0,2.0,45.3,1965
1.0,5.4,4500.0,2.0,47.6,1975
2.0,5.6,4500.0,2.0,43.3,1972
2.0,8.0,4500.0,2.0,35.4,2005
5.0,5.1,4500.0,2.0,42.6,1965
1.0,6.0,4500.0,2.0,42.7,1975
4.0,7.0,4500.0,2.0,44.0,1974
4.0,8.0,4500.0,2.0,49.6,1994
8.0,8.0,4500.0,2.0,39.0,2012
4.0,5.5,4500.0,2.0,44.0,2017
12.0,9.3,4500.0,2.0,55.6,2026
9.0,10.0,4500.0,2.0,40.5,2022
5.0,6.0,4500.0,2.0,42.7,2017
1.0,5.8,4550.0,2.0,46.0,1974
5.0,6.0,4550.0,2.0,44.0,1962
3.0,6.2,4550.0,2.0,48.9,1947
1.0,7.0,4599.0,2.0,47.0,1970
9.0,6.0,4550.0,2.0,42.9,2024
2.0,14.0,4599.0,2.0,48.0,2024
8.0,6.0,4550.0,2.0,42.5,2013
4.0,5.9,4590.0,2.0,42.4,2015
4.0,5.9,4580.0,2.0,43.7,1969
2.0,6.0,4600.0,2.0,46.0,2017
3.0,9.0,4600.0,2.0,33.0,2019
1.0,7.0,4600.0,2.0,42.4,1985
2.0,7.9,4600.0,2.0,48.0,1999
3.0,6.0,4600.0,2.0,43.0,1969
4.0,10.7,4600.0,2.0,45.7,2021
4.0,5.8,4600.0,2.0,41.4,1963
8.0,8.7,4600.0,2.0,48.3,1989
1.0,4.0,4600.0,2.0,34.8,1972
5.0,7.0,4600.0,2.0,44.8,1978
2.0,13.0,4600.0,2.0,56.3,1904
3.0,7.2,4600.0,2.0,44.7,1970
5.0,6.9,4600.0,2.0,43.5,1962
4.0,6.0,4600.0,2.0,43.6,2022
4.0,6.0,4600.0,2.0,44.1,2017
8.0,25.0,4690.0,2.0,54.9,2015
1.0,15.0,4650.0,2.0,41.8,2014
1.0,10.0,4650.0,2.0,59.8,2012
1.0,8.0,4650.0,2.0,50.6,1990
1.0,7.0,4650.0,2.0,44.0,2006
3.0,7.3,4650.0,2.0,60.5,1958
5.0,4.0,4653.0,2.0,46.48,2015
4.0,8.9,4680.0,2.0,46.1,1974
1.0,7.0,4650.0,2.0,55.4,2013
2.0,8.8,4650.0,2.0,48.6,1988
4.0,9.4,4700.0,2.0,55.1,2014
3.0,6.0,4700.0,2.0,44.1,1964
2.0,9.0,4700.0,2.0,54.0,2022
12.0,8.0,4700.0,2.0,43.2,2017
3.0,5.2,4700.0,2.0,44.2,1963
2.0,8.0,4700.0,2.0,42.0,1961
1.0,10.0,4700.0,2.0,38.0,1989
4.0,6.0,4700.0,2.0,39.0,1968
7.0,15.0,4700.0,2.0,37.0,2020
1.0,7.0,4700.0,2.0,43.3,1983
1.0,8.1,4740.0,2.0,49.4,2008
3.0,7.0,4700.0,2.0,43.7,1975
4.0,6.0,4700.0,2.0,43.0,1982
1.0,10.7,4700.0,2.0,67.2,1949
1.0,4.0,4700.0,2.0,42.0,1961
3.0,6.7,4700.0,2.0,43.0,1990
9.0,12.0,4700.0,2.0,63.5,2020
1.0,31.0,4700.0,2.0,52.2,1990
3.0,6.0,4750.0,2.0,39.9,2023
5.0,12.1,4750.0,2.0,57.6,2020
1.0,6.7,4750.0,2.0,45.3,2007
3.0,6.8,4750.0,2.0,44.7,1990
2.0,7.3,4750.0,2.0,44.8,1977
5.0,6.0,4750.0,2.0,45.7,1963
5.0,6.6,4750.0,2.0,44.0,2015
8.0,9.1,4780.0,2.0,55.3,2017
5.0,6.0,4750.0,2.0,43.0,1973
4.0,5.4,4750.0,2.0,41.9,1963
4.0,7.9,4800.0,2.0,52.9,1994
5.0,6.0,4800.0,2.0,43.2,1971
5.0,6.0,4800.0,2.0,42.4,2017
5.0,6.0,4800.0,2.0,43.4,1972
5.0,8.0,4800.0,2.0,54.0,1993
5.0,6.0,4800.0,2.0,43.4,1963
4.0,6.5,4800.0,2.0,44.5,1975
4.0,6.0,4800.0,2.0,46.4,1965
5.0,6.4,4800.0,2.0,45.7,1961
5.0,6.0,4800.0,2.0,42.3,1964
4.0,9.5,4800.0,2.0,51.4,2015
5.0,6.0,4800.0,2.0,40.8,1975
4.0,7.0,4800.0,2.0,42.0,1962
16.0,9.0,4800.0,2.0,50.0,2014
5.0,6.0,4800.0,2.0,42.0,1964
11.0,11.0,4830.0,2.0,56.0,2022
1.0,7.0,4800.0,2.0,43.1,1966
5.0,6.0,4840.0,2.0,44.0,1968
3.0,8.1,4800.0,2.0,54.9,2017
5.0,4.7,4800.0,2.0,43.4,1975
1.0,6.5,4800.0,2.0,43.9,1979
2.0,6.0,4890.0,2.0,43.0,1966
9.0,7.0,4850.0,2.0,43.0,1978
3.0,7.0,4850.0,2.0,57.0,2020
3.0,10.0,4850.0,2.0,43.3,1961
4.0,6.0,4890.0,2.0,43.7,2020
1.0,10.0,4850.0,2.0,50.4,1997
1.0,5.0,4890.0,2.0,43.0,2005
3.0,10.0,4850.0,2.0,44.0,1975
1.0,7.0,4850.0,2.0,38.0,2022
3.0,8.5,4850.0,2.0,47.9,1997
9.0,8.6,4850.0,2.0,43.0,2015
3.0,10.0,4900.0,2.0,41.0,2019
1.0,6.0,4900.0,2.0,45.0,1963
1.0,7.0,4900.0,2.0,43.2,1983
7.0,7.0,4900.0,2.0,45.1,1971
2.0,5.9,4900.0,2.0,44.9,1962
13.0,10.0,4900.0,2.0,55.0,2011
5.0,6.0,4900.0,2.0,43.0,1970
9.0,7.0,4900.0,2.0,43.0,1973
5.0,6.0,4900.0,2.0,44.0,1965
5.0,8.0,4900.0,2.0,48.1,1990
4.0,7.9,4900.0,2.0,59.2,1957
13.0,9.42,4900.0,2.0,47.1,2022
8.0,6.0,4900.0,2.0,37.2,2013
2.0,6.0,4900.0,2.0,45.1,1963
1.0,5.8,4990.0,2.0,39.8,1961
4.0,6.0,4999.0,2.0,44.2,1960
3.0,9.8,4950.0,2.0,56.7,1953
1.0,5.9,4999.0,2.0,43.0,1966
1.0,5.3,4980.0,2.0,43.4,1967
1.0,6.0,4990.0,2.0,44.0,2002
10.0,8.0,4950.0,2.0,61.5,2011
2.0,10.3,4997.0,2.0,55.0,2020
1.0,6.0,4999.0,2.0,41.9,1961
3.0,6.0,4980.0,2.0,42.0,2017
2.0,9.0,4980.0,2.0,41.1,2001
7.0,6.7,4950.0,2.0,43.2,1979
6.0,8.4,5000.0,2.0,58.3,2023
1.0,7.7,5000.0,2.0,45.2,1979
6.0,8.0,5000.0,2.0,52.5,1982
9.0,8.7,5000.0,2.0,52.3,1972
4.0,6.0,5000.0,2.0,44.0,1968
2.0,6.0,5000.0,2.0,44.5,1971
1.0,8.0,5000.0,2.0,60.4,1954
2.0,8.8,5000.0,2.0,54.7,2017
15.0,9.0,5000.0,2.0,53.0,2017
4.0,5.5,5000.0,2.0,47.5,1994
2.0,6.0,5000.0,2.0,40.0,1961
3.0,8.2,5000.0,2.0,45.3,2017
5.0,7.1,5000.0,2.0,45.7,1988
2.0,25.0,5000.0,2.0,57.7,2012
4.0,5.8,5000.0,2.0,42.7,1958
6.0,10.0,5000.0,2.0,39.4,2024
16.0,9.0,5000.0,2.0,53.0,2023
3.0,10.0,5000.0,2.0,57.5,1954
10.0,9.0,5000.0,2.0,56.0,2026
2.0,9.3,5050.0,2.0,58.0,2012
5.0,10.6,5050.0,2.0,55.1,2020
2.0,6.0,5050.0,2.0,43.5,1961
10.0,12.2,5096.0,2.0,65.1,2013
1.0,11.0,5050.0,2.0,36.0,2015
7.0,7.0,5099.0,2.0,54.9,1989
6.0,18.0,5050.0,2.0,46.5,2016
4.0,7.0,5099.0,2.0,40.0,2024
4.0,9.4,5100.0,2.0,57.9,1958
14.0,12.2,5100.0,2.0,49.1,2022
9.0,8.1,5100.0,2.0,53.1,2015
3.0,13.7,5100.0,2.0,58.4,2025
2.0,7.0,5100.0,2.0,46.5,1979
4.0,6.0,5100.0,2.0,43.5,1962
5.0,5.4,5100.0,2.0,42.9,1968
6.0,8.2,5100.0,2.0,49.9,2007
7.0,8.0,5100.0,2.0,52.9,1989
5.0,9.0,5100.0,2.0,58.0,2017
4.0,8.4,5100.0,2.0,58.1,2025
3.0,8.0,5100.0,2.0,47.8,1994
3.0,4.0,5134.0,2.0,43.15,2015
4.0,7.3,5100.0,2.0,44.0,1978
5.0,5.5,5100.0,2.0,45.4,1970
5.0,5.6,5100.0,2.0,35.2,2007
7.0,8.0,5100.0,2.0,51.2,1980
1.0,6.6,5150.0,2.0,43.6,1982
1.0,7.5,5150.0,2.0,44.0,1972
3.0,9.0,5150.0,2.0,47.2,1976
5.0,5.6,5190.0,2.0,45.9,1963
11.0,14.4,5199.0,2.0,45.4,2014
3.0,5.3,5190.0,2.0,40.6,2025
3.0,10.6,5180.0,2.0,61.1,2011
2.0,15.0,5160.0,2.0,39.0,2025
3.0,8.5,5150.0,2.0,52.9,2011
1.0,6.1,5150.0,2.0,42.2,1975
1.0,5.7,5150.0,2.0,34.5,1971
1.0,9.3,5150.0,2.0,55.7,2017
8.0,8.0,5160.0,2.0,53.0,1989
1.0,6.0,5200.0,2.0,42.0,1994
5.0,5.8,5200.0,2.0,46.7,1964
3.0,6.0,5200.0,2.0,44.0,1972
2.0,13.5,5200.0,2.0,58.1,2025
5.0,9.3,5200.0,2.0,55.1,1960
6.0,12.8,5200.0,2.0,42.2,2015
4.0,5.9,5200.0,2.0,40.1,1959
10.0,9.0,5200.0,2.0,63.0,2024
1.0,6.9,5200.0,2.0,46.4,1964
5.0,8.0,5200.0,2.0,48.0,1978
5.0,7.0,5200.0,2.0,43.8,1970
8.0,10.0,5200.0,2.0,58.1,2022
5.0,6.0,5200.0,2.0,43.2,1964
2.0,6.0,5200.0,2.0,41.2,2021
1.0,6.0,5200.0,2.0,42.0,1994
5.0,6.0,5200.0,2.0,43.2,1964
4.0,6.0,5200.0,2.0,46.3,1965
2.0,5.6,5240.0,2.0,45.0,1962
9.0,7.2,5200.0,2.0,43.1,2020
1.0,5.9,5200.0,2.0,46.4,2017
4.0,7.8,5200.0,2.0,47.3,1979
2.0,6.0,5200.0,2.0,46.0,1994
2.0,8.0,5200.0,2.0,48.0,1994
6.0,7.0,5200.0,2.0,47.1,1996
7.0,8.0,5200.0,2.0,52.1,1989
8.0,8.8,5250.0,2.0,50.2,2020
3.0,6.0,5250.0,2.0,43.6,1967
2.0,13.4,5290.0,2.0,44.6,1972
17.0,8.0,5270.0,2.0,47.0,2020
4.0,5.3,5250.0,2.0,41.0,1960
9.0,6.8,5250.0,2.0,42.5,1980
9.0,9.0,5250.0,2.0,52.6,1985
9.0,9.3,5299.0,2.0,56.2,2008
8.0,5.6,5250.0,2.0,45.1,1991
5.0,7.9,5250.0,2.0,57.7,2013
7.0,9.0,5300.0,2.0,57.9,2020
3.0,5.0,5300.0,2.0,44.2,2022
1.0,5.7,5300.0,2.0,43.0,1967
3.0,7.0,5300.0,2.0,42.4,1976
10.0,8.4,5300.0,2.0,58.4,2018
9.0,6.8,5300.0,2.0,42.8,1985
8.0,7.5,5300.0,2.0,50.0,1994
6.0,12.4,5300.0,2.0,54.2,1994
11.0,4.1,5300.0,2.0,46.0,2016
5.0,7.0,5300.0,2.0,44.2,1980
2.0,12.0,5300.0,2.0,64.0,2020
4.0,5.6,5300.0,2.0,42.8,1961
2.0,13.8,5300.0,2.0,59.2,2023
8.0,8.7,5300.0,2.0,58.0,2020
5.0,5.5,5300.0,2.0,54.6,1949
2.0,7.0,5300.0,2.0,44.0,1981
4.0,5.8,5300.0,2.0,43.1,1966
14.0,9.8,5300.0,2.0,48.6,2009
4.0,10.0,5300.0,2.0,55.1,2011
4.0,6.0,5300.0,2.0,45.0,1966
3.0,7.0,5350.0,2.0,44.6,2022
7.0,7.0,5350.0,2.0,44.4,1977
5.0,6.0,5399.0,2.0,45.0,1962
16.0,16.0,5350.0,2.0,37.0,2019
8.0,9.4,5350.0,2.0,56.2,2013
2.0,10.0,5350.0,2.0,36.8,2019
5.0,8.0,5390.0,2.0,53.1,2005
3.0,8.9,5399.0,2.0,51.9,2015
7.0,7.0,5350.0,2.0,45.9,2020
1.0,5.7,5390.0,2.0,45.4,1963
2.0,6.8,5400.0,2.0,56.2,2024
4.0,6.0,5400.0,2.0,43.5,1972
6.0,8.0,5400.0,2.0,47.9,1991
4.0,8.0,5400.0,2.0,53.1,1991
4.0,6.0,5400.0,2.0,43.5,1972
2.0,8.6,5400.0,2.0,50.0,2008
10.0,9.2,5400.0,2.0,56.2,2010
5.0,6.9,5400.0,2.0,46.8,2020
7.0,14.8,5400.0,2.0,42.0,2022
5.0,8.5,5400.0,2.0,58.4,2015
7.0,10.0,5400.0,2.0,52.0,2017
1.0,8.0,5400.0,2.0,46.0,1992
3.0,6.0,5450.0,2.0,43.5,2020
2.0,6.0,5450.0,2.0,44.0,2022
7.0,9.4,5450.0,2.0,55.0,2013
4.0,6.0,5490.0,2.0,43.2,1965
1.0,8.2,5450.0,2.0,45.6,2017
7.0,6.0,5499.0,2.0,43.1,1973
4.0,6.0,5450.0,2.0,44.0,1994
1.0,6.0,5450.0,2.0,42.9,1962
17.0,10.0,5450.0,2.0,56.0,2023
2.0,6.0,5490.0,2.0,46.0,1960
17.0,11.020000000000001,5450.0,2.0,55.1,2023
2.0,8.7,5499.0,2.0,58.7,2017
12.0,5.0,5500.0,2.0,42.7,1994
4.0,6.0,5500.0,2.0,46.0,1964
7.0,7.9,5500.0,2.0,48.1,1988
10.0,8.0,5500.0,2.0,53.0,2017
6.0,9.1,5500.0,2.0,55.8,2009
1.0,6.0,5580.0,2.0,44.0,1967
3.0,6.0,5550.0,2.0,46.6,1964
17.0,10.0,5550.0,2.0,49.2,2020
4.0,6.0,5550.0,2.0,44.9,2021
2.0,7.4,5500.0,2.0,56.0,1958
14.0,12.4,5590.0,2.0,60.5,2020
2.0,7.0,5500.0,2.0,44.5,1984
5.0,5.6,5500.0,2.0,41.5,1961
4.0,5.4,5500.0,2.0,45.2,1965
5.0,6.8,5500.0,2.0,46.7,1994
7.0,7.8,5500.0,2.0,47.1,2021
9.0,6.0,5500.0,2.0,41.8,1970
2.0,7.0,5500.0,2.0,45.3,1953
5.0,5.2,5500.0,2.0,46.1,1967
10.0,12.1,5500.0,2.0,63.7,2017
1.0,7.7,5500.0,2.0,43.0,2021
9.0,6.7,5500.0,2.0,42.6,2017
7.0,7.0,5550.0,2.0,45.0,2009
2.0,25.2,5500.0,2.0,57.6,2011
5.0,5.8,5500.0,2.0,44.5,2007
1.0,7.0,5500.0,2.0,42.4,1978
9.0,8.6,5500.0,2.0,50.7,1972
3.0,7.0,5550.0,2.0,45.6,1964
3.0,6.0,5530.0,2.0,44.0,2002
7.0,6.8,5500.0,2.0,43.1,2022
4.0,6.0,5500.0,2.0,46.8,1961
10.0,5.0,5500.0,2.0,43.0,2019
6.0,12.5,5500.0,2.0,47.0,2017
22.0,10.2,5500.0,2.0,53.6,2022
7.0,9.0,5500.0,2.0,49.7,2017
1.0,9.7,5500.0,2.0,54.4,1991
1.0,6.0,5500.0,2.0,44.1,1970
11.0,9.0,5500.0,2.0,55.0,1994
1.0,11.6,5550.0,2.0,68.1,1941
1.0,6.0,5590.0,2.0,45.0,1965
1.0,5.0,5550.0,2.0,40.0,2015
6.0,10.0,5500.0,2.0,50.2,2013
6.0,9.0,5500.0,2.0,46.0,2019
6.0,10.0,5500.0,2.0,48.8,2024
2.0,7.5,5500.0,2.0,45.3,1953
7.0,8.0,5500.0,2.0,53.1,1983
3.0,8.0,5500.0,2.0,51.0,2022
1.0,6.0,5500.0,2.0,41.3,1964
8.0,8.0,5500.0,2.0,53.0,1980
2.0,6.0,5550.0,2.0,44.7,2007
5.0,5.5,5600.0,2.0,43.6,2022
8.0,8.0,5600.0,2.0,57.6,2011
1.0,6.0,5620.0,2.0,43.8,1957
9.0,15.3,5600.0,2.0,37.0,2023
1.0,5.7,5600.0,2.0,42.4,1967
3.0,5.6,5600.0,2.0,44.5,1966
4.0,8.5,5600.0,2.0,50.5,1973
5.0,6.0,5600.0,2.0,45.0,1971
2.0,6.0,5630.0,2.0,43.4,1968
4.0,19.0,5600.0,2.0,51.0,2015
15.0,9.0,5600.0,2.0,52.1,2021
5.0,6.3,5600.0,2.0,41.3,1965
4.0,5.0,5600.0,2.0,43.4,1962
2.0,6.0,5600.0,2.0,45.7,1963
5.0,6.0,5600.0,2.0,42.0,1969
7.0,12.0,5600.0,2.0,49.2,2022
2.0,5.5,5600.0,2.0,43.0,1962
3.0,6.0,5600.0,2.0,43.6,1969
24.0,10.0,5600.0,2.0,59.1,2023
4.0,5.5,5600.0,2.0,48.5,1958
13.0,12.0,5600.0,2.0,56.7,2021
14.0,11.0,5600.0,2.0,60.0,2023
1.0,6.9,5600.0,2.0,44.8,1974
4.0,7.0,5600.0,2.0,47.0,1987
9.0,10.7,5600.0,2.0,51.0,1989
5.0,10.8,5699.0,2.0,59.5,2017
5.0,6.0,5650.0,2.0,50.0,1968
5.0,6.0,5699.0,2.0,46.0,1965
2.0,5.1,5700.0,2.0,42.4,1962
9.0,9.0,5700.0,2.0,45.9,2020
4.0,7.0,5700.0,2.0,43.0,1971
15.0,6.0,5700.0,2.0,28.7,2025
9.0,8.6,5700.0,2.0,49.6,1999
3.0,8.1,5700.0,2.0,45.1,1984
5.0,6.0,5700.0,2.0,44.1,1963
5.0,5.2,5700.0,2.0,42.4,1967
8.0,10.0,5700.0,2.0,55.0,2007
10.0,12.5,5700.0,2.0,63.2,2019
9.0,7.0,5700.0,2.0,43.1,1982
1.0,14.9,5730.0,2.0,55.9,1952
7.0,8.0,5700.0,2.0,52.8,1989
5.0,6.5,5799.0,2.0,45.0,1968
7.0,11.5,5750.0,2.0,59.6,2023
1.0,5.8,5770.0,2.0,44.1,2020
2.0,10.2,5799.0,2.0,53.1,2011
16.0,12.0,5750.0,2.0,39.5,2024
9.0,6.9,5750.0,2.0,44.2,1978
12.0,12.1,5750.0,2.0,53.8,2024
2.0,6.0,5800.0,2.0,42.6,2017
6.0,7.0,5800.0,2.0,44.9,1972
2.0,8.0,5800.0,2.0,48.8,1997
9.0,4.3,5800.0,2.0,38.9,2020
5.0,8.8,5800.0,2.0,53.0,2010
15.0,12.0,5800.0,2.0,53.8,2024
2.0,5.0,5800.0,2.0,42.6,1966
4.0,16.1,5840.0,2.0,61.0,2020
4.0,7.6,5800.0,2.0,58.4,1956
11.0,10.0,5800.0,2.0,52.0,2021
11.0,12.2,5800.0,2.0,57.5,2025
7.0,6.8,5800.0,2.0,43.0,1987
1.0,9.0,5800.0,2.0,52.5,2014
2.0,15.2,5800.0,2.0,39.4,2016
15.0,12.6,5850.0,2.0,58.2,2020
12.0,4.2,5890.0,2.0,47.0,2025
5.0,9.0,5850.0,2.0,53.6,1950
2.0,10.1,5850.0,2.0,63.3,2018
9.0,14.0,5870.0,2.0,75.3,2020
2.0,9.0,5850.0,2.0,59.0,2020
14.0,12.5,5850.0,2.0,53.8,2010
12.0,12.1,5890.0,2.0,53.0,2024
5.0,9.0,5850.0,2.0,59.44,2017
8.0,8.0,5950.0,2.0,45.2,1994
3.0,6.0,5999.0,2.0,44.1,1994
8.0,6.4,5900.0,2.0,52.4,1993
5.0,5.6,5950.0,2.0,44.0,1963
6.0,8.7,5900.0,2.0,53.0,1986
1.0,5.8,5900.0,2.0,44.3,1964
4.0,6.0,5900.0,2.0,43.3,1961
4.0,7.1,5900.0,2.0,43.6,1970
2.0,7.0,5999.0,2.0,46.4,2016
5.0,9.0,5989.0,2.0,45.0,2020
5.0,6.0,5900.0,2.0,46.1,1964
4.0,8.3,5950.0,2.0,56.5,1957
1.0,6.5,5980.0,2.0,42.1,1979
2.0,6.0,5900.0,2.0,46.4,2022
6.0,7.0,5999.0,2.0,47.5,1983
7.0,8.7,5900.0,2.0,50.6,1990
8.0,8.0,5900.0,2.0,53.0,2017
2.0,6.0,5999.0,2.0,45.0,1964
3.0,7.0,5900.0,2.0,45.0,1977
1.0,12.3,5900.0,2.0,57.9,2017
3.0,19.6,5978.0,2.0,57.87,2025
9.0,7.0,5940.0,2.0,44.0,2022
1.0,9.2,5900.0,2.0,57.4,2022
1.0,6.7,5950.0,2.0,42.8,2022
5.0,8.8,5999.0,2.0,54.0,1994
4.0,9.3,5950.0,2.0,65.3,1994
9.0,6.9,5999.0,2.0,43.4,2019
4.0,6.0,5900.0,2.0,46.0,2020
3.0,6.0,5950.0,2.0,47.5,2021
3.0,9.6,5950.0,2.0,51.83,2021
10.0,8.9,5990.0,2.0,51.0,1995
1.0,8.5,5990.0,2.0,61.0,2008
10.0,12.9,5900.0,2.0,50.5,2023
8.0,8.0,6000.0,2.0,49.5,1965
2.0,6.0,6000.0,2.0,41.1,2002
5.0,6.0,6000.0,2.0,41.2,1961
9.0,14.2,6000.0,2.0,59.1,2011
8.0,8.0,6000.0,2.0,53.9,1991
5.0,5.6,6000.0,2.0,43.5,1968
7.0,22.2,6000.0,2.0,50.2,2010
2.0,5.8,6000.0,2.0,44.1,1965
1.0,7.0,6000.0,2.0,46.5,1980
9.0,9.5,6000.0,2.0,53.3,2019
5.0,9.0,6000.0,2.0,54.0,2020
